,budget,original_language,release_date,revenue,runtime,title,Genre,Year,Ratings,Rated,general_rating,real_budget,real_revenue,real_profit
899,80000000.0,en,2008-12-10,233093859.0,104.0,The Day the Earth Stood Still,"Drama, Sci-Fi, Thriller",2008,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",PG-13,5.0,96166240.13599439,280197000.23524517,184030760.0992508
901,125000000.0,en,2012-08-02,198802074.0,121.0,Total Recall,"Action, Adventure, Sci-Fi, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",PG-13,5.5,140906883.45514256,224100645.37406898,83193761.91892642
902,65000000.0,en,2012-03-15,44806783.0,93.0,Red Dawn,"Action, Drama",2012,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",PG-13,4.7,73271579.39667413,50508673.2014469,-22762906.195227228
903,110000000.0,en,2007-06-20,383531464.0,128.0,Live Free or Die Hard,"Action, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",PG-13,6.866666666666667,137305562.78997982,478736395.5653171,341430832.7753373
904,18000000.0,en,2014-08-27,103215094.0,120.0,Birdman or (The Unexpected Virtue of Ignorance),"Comedy, Drama",2014,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",R,7.966666666666667,19678451.94647202,112839625.96831068,93161174.02183867
905,99000000.0,en,2015-11-01,246233113.0,88.0,The Peanuts Movie,"Animation, Comedy, Family",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",G,6.866666666666666,108103169.81482339,268874545.7441576,160771375.92933422
906,19000000.0,en,2008-10-16,18755936.0,109.0,Sex Drive,"Comedy, Romance",2008,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",R,5.9,22839482.03229867,22546098.066891775,-293383.9654068947
907,15000000.0,en,2014-08-27,32556119.0,108.0,The November Man,"Action, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",R,5.4,16398709.955393348,35591890.18361804,19193180.22822469
908,42000000.0,en,2018-09-15,131457147.0,105.0,The House with a Clock in Its Walls,"Comedy, Family, Fantasy, Sci-Fi",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",PG,6.0,43288566.22873914,135490271.7654904,92201705.53675127
910,35000000.0,en,2008-03-27,69823199.0,123.0,21,"Crime, Drama, History, Thriller",2008,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",PG-13,6.066666666666666,42072730.05949754,83932931.52621654,41860201.466718994
911,65000000.0,en,2015-05-06,235666219.0,120.0,Spy,"Action, Comedy",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",R,7.1000000000000005,70976828.6662982,257336013.05226627,186359184.3859681
912,175000000.0,en,2007-06-09,174440724.0,96.0,Evan Almighty,"Comedy, Family, Fantasy",2007,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",PG,4.866666666666666,218440668.07496792,217742561.65737763,-698106.4175902903
913,20000000.0,en,2012-04-12,32204030.0,95.0,Lockout,"Action, Sci-Fi, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",PG-13,5.6,22545101.35282281,36302156.01596731,13757054.663144499
914,35000000.0,en,2009-01-22,92158961.0,92.0,Underworld: Rise of the Lycans,"Action, Fantasy, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",R,5.833333333333333,42222949.887432,111177805.48516572,68954855.5977337
915,20000000.0,en,2013-10-18,187000000.0,134.0,12 Years a Slave,"Biography, Drama, History",2013,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",R,8.533333333333333,22219637.10040909,207753606.88882494,185533969.78841585
916,20000000.0,en,2010-09-01,44093316.0,105.0,Machete,"Action, Crime, Thriller",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",R,6.299999999999999,23738030.597644642,52334424.2179807,28596393.620336056
920,45000000.0,en,2017-12-20,184724494.0,93.0,Pitch Perfect 3,"Comedy, Music",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",PG-13,5.466666666666667,47513442.39556135,195042146.77151597,147528704.37595463
921,103000000.0,en,2018-03-08,132675864.0,109.0,A Wrinkle in Time,"Adventure, Family, Fantasy, Sci-Fi",2018,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",PG,4.866666666666667,106160055.27524121,136746379.18379018,30586323.908548966
922,5904067.0,no,2015-08-28,12975143.0,104.0,The Wave,"Drama, Thriller",2015,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '68/100'}]",R,6.733333333333333,6446953.106051465,14168223.102026435,7721269.99597497
923,15000000.0,en,2015-01-01,64191523.0,119.0,The Danish Girl,"Biography, Drama, Romance",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",R,7.1,16379268.15376112,70094011.2276883,53714743.07392718
924,20000000.0,en,2014-12-25,14710975.0,149.0,Inherent Vice,"Comedy, Crime, Drama, Mystery, Romance",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",R,7.133333333333333,21864946.607191134,16082734.145736178,-5782212.461454956
927,7000000.0,en,2012-09-20,48126384.0,109.0,End of Watch,"Action, Crime, Drama, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",R,7.2333333333333325,7890785.4734879825,54250710.2512435,46359924.77775552
928,20000000.0,en,2017-06-15,45056771.0,101.0,Rough Night,"Comedy, Crime, Thriller",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",R,5.333333333333334,21117085.50913838,47573384.298633315,26456298.789494935
929,8575000.0,ko,2016-06-01,37767206.0,145.0,The Handmaiden,"Drama, Romance, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Not Rated,8.266666666666667,9246831.654910065,40726180.286683306,31479348.63177324
930,120000000.0,en,2003-06-27,259175788.0,106.0,Charlie's Angels: Full Throttle,"Action, Adventure, Comedy, Crime",2003,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",PG-13,5.066666666666666,168789782.60869563,364551874.28297824,195762091.6742826
931,18000000.0,en,2014-05-08,270665134.0,97.0,Neighbors,Comedy,2014,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",R,6.433333333333334,19678451.94647202,295903935.16691166,276225483.2204397
932,10000000.0,en,2009-11-06,47709193.0,98.0,The Fourth Kind,"Horror, Mystery, Sci-Fi, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",PG-13,5.133333333333333,12063699.967837716,57554939.00596633,45491239.038128614
933,80000000.0,en,2009-07-01,214104620.0,140.0,Public Enemies,"Biography, Crime, Drama, History",2009,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",R,6.866666666666667,96509599.74270172,258289389.74079058,161779789.99808884
934,150000000.0,en,2011-03-09,38992758.0,88.0,Mars Needs Moms,"Animation, Action, Adventure, Family, Sci-Fi",2011,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",PG,5.433333333333334,172587457.0439097,44864406.308990434,-127723050.73491926
936,60000000.0,en,2003-05-30,176070171.0,110.0,The Italian Job,"Action, Crime, Thriller",2003,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",PG-13,6.833333333333333,84394891.30434781,247657049.0580489,163262157.7537011
937,4000000.0,pt,2007-10-12,14759148.0,115.0,Elite Squad,"Action, Crime, Drama, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",R,6.466666666666667,4992929.555999266,18422846.567641865,13429917.0116426
938,130000000.0,en,2008-11-18,211787511.0,165.0,Australia,"Adventure, Comedy, Drama, Romance, War, Western",2008,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",PG-13,6.166666666666666,156270140.22099087,254585108.0078819,98314967.78689104
939,4000000.0,fr,2010-05-18,41424067.0,120.0,Of Gods and Men,"Drama, History",2010,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",PG-13,7.5,4747606.119528928,49166288.49624408,44418682.37671515
940,17000000.0,zh,2000-07-06,213525736.0,120.0,"Crouching Tiger, Hidden Dragon","Action, Adventure, Fantasy, Romance",2000,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",PG-13,8.2,25550447.154471546,320922237.281626,295371790.12715447
942,12000000.0,en,2006-08-31,42931041.0,88.0,Crank,"Action, Crime, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",R,6.4,15405416.666666664,55114214.544895835,39708797.87822917
943,35000000.0,en,2000-10-27,27965865.0,95.0,The Little Vampire,"Adventure, Comedy, Family, Fantasy",2000,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",PG,5.633333333333333,52603861.78861789,42031785.63597561,-10572076.15264228
945,100000000.0,en,2007-11-02,266465037.0,157.0,American Gangster,"Biography, Crime, Drama",2007,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",R,7.666666666666666,124823238.89998165,332610289.7194345,207787050.81945285
946,155000000.0,en,2004-11-21,167298192.0,175.0,Alexander,"Action, Biography, Drama, History, War",2004,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",R,5.133333333333333,212364769.71942827,229214464.63584962,16849694.916421354
947,12000000.0,en,2018-01-22,242115.0,114.0,Ophelia,"Drama, Romance, Thriller",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",PG-13,6.699999999999999,12368161.779639753,249543.12410645658,-12118618.655533295
948,6000000.0,en,2001-10-26,6979093.0,114.0,Donnie Darko,"Drama, Mystery, Sci-Fi, Thriller",2001,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",R,8.2,8768300.395256916,10199130.65173913,1430830.2564822137
949,8000000.0,en,2006-05-19,18564467.0,84.0,See No Evil,"Action, Horror, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",R,4.033333333333333,10270277.777777776,23832779.11079861,13562501.333020832
951,25000000.0,en,2017-10-26,5775178.0,105.0,Suburbicon,"Comedy, Crime, Drama, Thriller",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '42/100'}]",R,5.233333333333333,26396356.886422973,6097746.382824738,-20298610.503598236
952,135000000.0,en,2013-07-11,282570682.0,96.0,Turbo,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",PG,6.1,149982550.42776135,313930900.4627549,163948350.03499356
953,50000000.0,en,2005-06-22,66002004.0,100.0,Herbie Fully Loaded,"Adventure, Comedy, Family, Fantasy, Romance, Sport",2005,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",G,5.033333333333333,66259856.63082436,87465666.44774193,21205809.81691757
954,30000000.0,en,2012-09-26,47042000.0,118.0,Looper,"Action, Drama, Sci-Fi, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",R,7.533333333333334,33817652.02923421,53028332.89197452,19210680.862740315
955,40000000.0,en,2006-06-16,114830111.0,99.0,The Lake House,"Drama, Fantasy, Romance",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG,6.300000000000001,51351388.88888889,147417142.15288192,96065753.26399302
956,150000000.0,en,2012-05-09,245527149.0,113.0,Dark Shadows,"Comedy, Fantasy, Horror",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",PG-13,5.9,169088260.14617106,276771722.95373136,107683462.8075603
957,35000000.0,en,2011-07-21,149542245.0,109.0,Friends with Benefits,"Comedy, Romance",2011,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.5,40270406.643578924,172060771.90124878,131790365.25766987
958,150000000.0,en,2010-07-13,215283742.0,109.0,The Sorcerer's Apprentice,"Action, Adventure, Family, Fantasy",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",PG,5.6,178035229.4823348,255520602.7385717,77485373.25623691
959,37000000.0,en,2001-08-03,165335153.0,115.0,The Princess Diaries,"Comedy, Family, Romance",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",G,6.133333333333334,54071185.77075099,241618047.8999605,187546862.1292095
961,25000000.0,en,2007-03-22,232225908.0,90.0,Mr. Bean's Holiday,"Comedy, Family",2007,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",G,6.1,31205809.724995412,289871899.9304916,258666090.20549622
962,70000000.0,en,2006-03-29,38629478.0,114.0,Basic Instinct 2,"Drama, Mystery, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",R,4.0,89864930.55555555,49591933.68381944,-40272996.87173611
963,150000000.0,en,2005-11-04,314432665.0,81.0,Chicken Little,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",2005,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",G,5.466666666666667,198779569.8924731,416685266.0589605,217905696.1664874
966,30000000.0,en,2007-11-15,156835339.0,126.0,P.S. I Love You,"Comedy, Drama, Romance",2007,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG-13,6.033333333333333,37446971.669994496,195766949.87956607,158319978.20957157
967,49000000.0,en,2001-11-02,72689126.0,87.0,The One,"Action, Sci-Fi, Thriller",2001,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",PG-13,4.833333333333334,71607786.56126481,106226682.03944662,34618895.47818181
969,8000000.0,en,2010-09-16,74952305.0,93.0,Easy A,"Comedy, Drama, Romance",2010,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",PG-13,7.0,9495212.239057856,88961005.47269967,79465793.23364182
970,85000000.0,en,2006-09-29,197309027.0,86.0,Open Season,"Animation, Adventure, Comedy, Family, Fantasy",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",PG,5.7,109121701.3888889,253302314.41913193,144180613.03024304
971,105000000.0,en,2013-05-10,351040419.0,143.0,The Great Gatsby,"Drama, Romance",2013,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",PG-13,6.7,116653094.7771477,389999535.88777757,273346441.11062986
972,25000000.0,en,2001-04-13,281929795.0,97.0,Bridget Jones's Diary,"Comedy, Drama, Romance",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",R,6.666666666666667,36534584.98023715,412007522.1555336,375472937.1752965
973,20000000.0,en,2010-10-15,117224271.0,94.0,Jackass 3D,"Documentary, Action, Comedy",2010,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",R,6.366666666666667,23738030.597644642,139133666.58922935,115395635.9915847
974,15000000.0,es,2018-08-25,1140769.0,135.0,Roma,Drama,2018,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '96/100'}]",R,8.333333333333334,15460202.224549692,1175767.962099822,-14284434.26244987
975,75000000.0,en,2004-07-23,288500217.0,108.0,The Bourne Supremacy,"Action, Mystery, Thriller",2004,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",PG-13,7.433333333333334,102757146.63843302,395272788.04651666,292515641.4080836
