adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,belongs_to_collection.id,belongs_to_collection.name,belongs_to_collection.poster_path,belongs_to_collection.backdrop_path
False,,,5,[],,488006,tt2388012,en,We Remember Differently,"An exploration of memory, testimony and cross cultural perspectives through close examination of the relationship between mother and daughter. A white South African middle-class mother and daughter are brought together by the mother's illness. That closeness is more than metaphorical: the daughter must get into the bath to wash her weakened mother. Perhaps prompted by that, the two begin to exhume personal memory - discovering how they recall the past differently and how these nuances of shared experiences shape their perceptions of the present. This contested past is evoked by archival Super-8 footage that is as absorbing as the spinal narrative.",0.6,,[],[],2005-07-15,0,26.0,[],Released,,We Remember Differently,False,0.0,0,,,,
False,,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",https://www.facebook.com/TheVipersHex/,488008,tt5982964,en,The Viper's Hex,"Lonely hostess Kiyo spends her days propositioning men on the cold streets of Tokyo and being beaten by her violent pimp, Tetsuya. One day her luck seems to change when she meets a charming foreigner named Anchin and a romance blossoms but soon everything falls apart when she becomes pregnant. Upon hearing the news Anchin flees Tokyo. With nowhere left to go she turns to The Viper, a scorned spirit that has been with her since birth.",0.605,/mJvbteurtsaMaBOYl0G5eqXaFnh.jpg,"[{'id': 83556, 'logo_path': None, 'name': 'Silk Purse Enterprises', 'origin_country': ''}, {'id': 1394, 'logo_path': None, 'name': 'Black Forest Films', 'origin_country': ''}, {'id': 97550, 'logo_path': None, 'name': 'ROAR DIGITAL', 'origin_country': ''}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2017-11-25,0,92.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,The Viper's Hex,False,0.0,0,,,,
False,,,0,[],,488012,tt4944014,en,Venice,"Josh is in Venice, Mum is in Sydney. Josh doesn't understand backpacking, Mum doesn't understand Skype.",0.6,,[],[],2015-09-10,0,4.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Venice,False,0.0,0,,,,
False,/eSslLH8wVpC1zvcnTvGijFgh7uI.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.beforeidothemovie.com,488014,tt3967922,en,Before 'I Do',"A game of Russian roulette. There are scandalous secrets and a cover up, and three people, bound to take them to the grave. Before 'I Do' draws you into the realm of passion and love, lust, lies, and friendship. A fast-paced, colorful drama with a splash of comedy and a myriad of surprises.",7.595,/lUI45RRRF1LXlK2VIneVGkIWyCI.jpg,"[{'id': 133657, 'logo_path': None, 'name': 'Predestined Arts & Entertainment', 'origin_country': ''}, {'id': 133658, 'logo_path': None, 'name': 'New Millennial', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-18,0,62.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A Firefighter in search of his passion finds love.,Before 'I Do',False,0.0,0,,,,
False,,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]",,488017,tt0185156,en,And the Bones Came Together,"When a graveyard caretaker is fired from his job, his exacts a terrifying supernatural vengeance.",0.84,/pYeNvswkSXaOkIPQFeEy7RqPp95.jpg,"[{'id': 9160, 'logo_path': None, 'name': 'Titus Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-02-15,0,73.0,[],Released,,And the Bones Came Together,False,0.0,0,,,,
False,,,0,[],,488021,tt6462888,en,spring at the strand,Change. It's coming. Spring arrives in West London.,0.84,,[],[],,0,2.0,[],Released,,spring at the strand,False,0.0,0,,,,
False,,,0,"[{'id': 27, 'name': 'Horror'}]",http://www.freshbloodfilm.com,488022,tt6533186,en,Taaza Khoon,"When a young girl is forced into the sex trade, she must choose her path to freedom even if it involves a vampire. Written & Directed by Richa Rudola",1.96,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-07-10,0,8.0,[],Released,Bloodthirst For Life,Taaza Khoon,False,6.0,1,,,,
False,/8AT6fpbnscMkbZKQz8yQIbMLu5D.jpg,,800000,"[{'id': 80, 'name': 'Crime'}, {'id': 10770, 'name': 'TV Movie'}]",http://www.mylifetime.com/movies/maternal-instinct,488023,tt6357086,en,Maternal Instinct,"A teenage girl who sees her mother shot goes into hiding with a police detective who grows attached to her as she protects her from the killer who is hunting the girl. Laura Mennell, Karin Konoval, Marcus Rosner star.",8.591,/An0LGWZ1jmnHlHeVzRcHXcqhkDF.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2017-11-17,0,84.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Maternal Instinct,False,6.3,3,,,,
False,,,0,[],http://lansalotnumedia.nl/category/waves-of-hope/,488025,tt6559042,en,Waves of Hope,"'Waves of Hope' tells the story of Sara, an asylum attorney, who, one day has to make a decision which influences the lives of all those involved.",0.6,/llyIq4w0Vw9FKXZ8VrjW2fDp66r.jpg,[],[],,0,23.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Waves of Hope,False,0.0,0,,,,
False,,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,488029,tt0748265,en,A Beautiful Killing,A pair of detectives are faced with murder at a plush health spa for women.,0.6,/5Pm0q9oPnRWqbTwiwnzOKWnWiEG.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-01-22,0,74.0,[],Released,,A Beautiful Killing,False,0.0,0,,,,
False,,,0,[],,488030,tt0003006,en,In the Bishop's Carriage,A lost film. A successful stage actress with a hidden past as a criminal is kept on the path of righteousness by a benefactor.,0.621,/yKSeM4CxvSOvQVwG9YWab1EOOwj.jpg,"[{'id': 25599, 'logo_path': '/sPZZwYvN3xEGo7q8E9iYKrggjDz.png', 'name': 'Famous Players Film Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1913-09-10,0,50.0,[],Released,,In the Bishop's Carriage,False,1.0,1,,,,
False,,,0,"[{'id': 18, 'name': 'Drama'}]",,488031,tt0014004,en,Driven,"Essie, a mountain girl, moves in with a family of neighboring bootleggers when her father, also a bootlegger, is killed by federal agents. She falls in love with Tom, one of the family's brothers, but another brother, the violent and brutal Lem, decides he wants her for himself, and beats Tom badly. What the girl doesn't know is that it wasn't the feds who killed her father--it was Lem. Complications ensue.",0.6,/aOz7jzTNc7pft8Gr8cgFPTzhfY2.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1923-02-11,0,60.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Driven,False,0.0,0,,,,
False,,,0,[],,488032,tt0825209,en,The Black Box Murders,A group of interested parties searching for stolen campaign money in a deserted house learn a murderer is among them.,0.6,,[],[],1975-01-13,0,,[],Released,,The Black Box Murders,False,0.0,0,,,,
False,,,0,[],,488033,tt0006699,en,The Foundling,"Rich artist David King sends his infant daughter Molly to an orphanage, then years later regrets it and tries to find her. She's sent to slave at a boarding house,and the mistress of the orphanage passes her niece off as Molly.",0.6,/iGHoDE7qN41P55OJuFyUEGrOMCH.jpg,"[{'id': 21540, 'logo_path': None, 'name': 'Mary Pickford Company', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1916-01-03,0,54.0,[],Released,,The Foundling,False,0.0,0,,,,
False,,,0,"[{'id': 10402, 'name': 'Music'}]",,488034,tt2815756,en,The Foxx and Little Vic,A short musical film,0.6,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-11-19,0,6.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Foxx and Little Vic,False,0.0,0,,,,
