,original_language,release_date,runtime,title,Genre,Year,Ratings,Rated,general_rating,real_budget,real_profit
1059,en,1998-12-25,104.0,The Faculty,"Horror, Sci-Fi",1998,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",R,6.333333333333332,23108006.134969324,38949809.118693255
1060,en,2016-11-23,127.0,Rules Don't Apply,"Comedy, Drama, Romance",2016,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",PG-13,5.833333333333334,26156216.277025253,-22091182.45053686
1062,en,2016-07-28,100.0,Bad Moms,Comedy,2016,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",R,6.2333333333333325,20924973.021620203,171517896.28601664
1063,en,1999-07-28,105.0,Deep Blue Sea,"Action, Adventure, Sci-Fi, Thriller",1999,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",R,5.733333333333333,90434693.87755102,157730378.1104082
1064,en,1990-03-02,135.0,The Hunt for Red October,"Action, Adventure, Thriller",1990,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",PG,6.933333333333334,57637413.92501913,327596926.1346672
1065,en,2005-12-06,146.0,Memoirs of a Geisha,"Drama, Romance",2005,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",PG-13,6.833333333333334,109288760.88069636,99315148.27923194
1066,en,2018-10-19,133.0,The Hate U Give,"Crime, Drama",2018,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",PG-13,7.966666666666667,23000000.0,11934009.0
1067,en,1997-03-21,86.0,Liar Liar,"Comedy, Fantasy",1997,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",PG-13,6.833333333333334,70403831.77570094,403195884.1171651
1068,en,2016-08-10,103.0,Pete's Dragon,"Action, Adventure, Comedy, Drama, Family, Fantasy",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",PG,6.7333333333333325,68006162.32026565,82334891.22886416
1069,en,2016-11-18,105.0,The Edge of Seventeen,"Comedy, Drama",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",R,7.4,9416237.85972909,10257053.495673044
1071,en,2014-10-15,117.0,The Best of Me,"Drama, Romance",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",PG-13,5.666666666666667,27578323.533387404,10528781.29135831
1072,en,2002-03-04,96.0,The Time Machine,"Action, Adventure, Sci-Fi",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",PG-13,5.433333333333334,111665147.3040578,61037810.99406338
1074,en,2014-09-10,97.0,The Boxtrolls,"Animation, Adventure, Comedy, Family, Fantasy",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",PG,6.533333333333333,63642285.077047855,51185124.51587422
1075,en,1998-07-15,119.0,There's Something About Mary,"Comedy, Romance",1998,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",R,6.866666666666667,35432276.073619634,534387509.56231284
1076,en,2007-03-02,157.0,Zodiac,"Crime, Drama, Mystery, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",R,7.666666666666667,78719965.08184545,23962253.21834457
1077,en,2002-03-15,100.0,Resident Evil,"Action, Horror, Sci-Fi",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",R,5.533333333333333,46061873.262923844,97685874.05355197
1078,en,2013-12-05,99.0,The Adventurer: The Curse of the Midas Box,"Adventure, Family, Fantasy",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG,4.933333333333334,26947784.35505265,-26940886.80016913
1079,en,2006-08-18,93.0,Accepted,Comedy,2006,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",PG-13,5.800000000000001,28648120.03968254,19312580.82818948
1080,en,2014-01-07,99.0,Ride Along,"Action, Comedy, Crime",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",PG-13,5.5,26517618.782103274,136828599.51859036
1081,en,2007-09-28,110.0,The Game Plan,"Comedy, Family, Sport",2007,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",PG,5.633333333333333,26643680.48924,152450953.0683653
1082,en,2000-07-30,100.0,Coyote Ugly,"Comedy, Drama, Music, Romance",2000,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",PG-13,4.866666666666667,65620296.16724739,100495987.43738675
1083,en,1996-01-19,108.0,From Dusk Till Dawn,"Action, Crime, Horror",1996,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",R,6.333333333333334,30408113.448056087,10941504.996252388
1084,en,1998-11-12,178.0,Meet Joe Black,"Drama, Fantasy, Romance",1998,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",PG-13,6.2333333333333325,138648036.80981594,81556010.37239262
1085,en,2002-09-27,98.0,The Tuxedo,"Action, Comedy, Sci-Fi",2002,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",PG-13,4.7,83748860.47804335,61962464.01701501
1086,en,2004-11-10,108.0,Bridget Jones: The Edge of Reason,"Comedy, Drama, Romance",2004,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",R,5.566666666666666,53172472.20751721,295771876.65431446
1087,ko,2003-11-21,120.0,Oldboy,"Action, Drama, Mystery, Thriller",2003,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",R,8.133333333333335,4094135.8695652173,16349256.062690219
1088,en,2008-01-02,124.0,The Reader,"Drama, Romance",2008,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",R,6.933333333333334,37321467.88479492,94492463.43074642
1089,en,2010-08-18,82.0,Vampires Suck,"Comedy, Family, Horror",2010,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",PG-13,3.1333333333333337,23031423.12066625,69725176.0449701
1090,en,2017-10-20,105.0,Beyond Skyline,"Action, Adventure, Sci-Fi",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",R,5.033333333333333,20488495.430809397,-19472080.6365576
1091,en,2010-07-30,99.0,Charlie St. Cloud,"Drama, Fantasy, Romance",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",PG-13,5.7,50669130.86546575,4825893.849873416
1092,en,1997-08-15,96.0,Event Horizon,"Horror, Sci-Fi, Thriller",1997,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",R,5.566666666666666,93871775.70093457,-52140699.196922116
1093,en,2002-11-17,133.0,Die Another Day,"Action, Adventure, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",PG-13,5.8999999999999995,195414007.78210115,407537470.9583769
1094,en,1980-11-14,129.0,Raging Bull,"Biography, Drama, Sport",1980,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",R,8.366666666666665,54853470.873786405,15237075.242718443
1095,en,2009-03-18,125.0,Duplicity,"Comedy, Crime, Romance, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",PG-13,6.2666666666666675,70227606.42686343,21239932.24368757
1096,en,2001-06-29,146.0,A.I. Artificial Intelligence,"Drama, Sci-Fi",2001,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",PG-13,6.9,141788255.22303784,192727886.46563524
1097,en,2001-01-22,136.0,Vanilla Sky,"Fantasy, Mystery, Romance, Sci-Fi, Thriller",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",R,6.066666666666666,96416013.55166572,191964766.47931677
1099,en,2010-07-28,82.0,Cats & Dogs: The Revenge of Kitty Galore,"Action, Adventure, Comedy, Family, Fantasy, Thriller",2010,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",PG,4.166666666666667,97883548.26283155,31649509.881626755
1100,en,2010-01-11,118.0,The Book of Eli,"Action, Adventure, Drama, Thriller",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",R,6.333333333333333,92125692.482665,88795066.56448343
1101,en,2011-12-25,146.0,War Horse,"Action, Adventure, Drama, History, War",2011,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",PG-13,7.2333333333333325,73678028.26544085,124565967.71148178
1102,en,2007-04-05,107.0,Sunshine,"Sci-Fi, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",R,6.866666666666667,60553819.29372727,-18400111.21295251
1103,en,2003-09-26,104.0,The Rundown,"Action, Adventure, Comedy, Thriller",2003,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",PG-13,6.333333333333334,116000516.30434783,-5572812.192152172
1104,en,1996-11-01,120.0,Romeo + Juliet,"Drama, Romance",1996,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",PG-13,6.5,23206191.84193754,212534725.802594
1105,en,2000-06-29,130.0,The Perfect Storm,"Action, Adventure, Drama, Thriller",2000,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]",PG-13,6.2333333333333325,174987456.44599304,300040254.62926245
1106,en,2007-12-04,113.0,The Golden Compass,"Adventure, Family, Fantasy",2007,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",PG-13,5.733333333333333,217993749.45741817,232811104.33220473
1107,en,2015-05-07,104.0,Pound of Flesh,"Action, Thriller",2015,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",R,4.933333333333333,7945854.094853955,-7773079.443415451
1108,en,2011-08-09,146.0,The Help,Drama,2011,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",PG-13,7.466666666666667,27908344.039939716,213933210.76818162
1109,en,2007-09-21,101.0,Good Luck Chuck,"Comedy, Romance",2007,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",R,4.466666666666667,30276909.646863636,41409278.803599834
1110,en,2002-05-31,124.0,The Sum of All Fears,"Action, Drama, Thriller, War",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",PG-13,5.733333333333333,94915375.20844914,175762856.91386324
1111,en,1999-09-17,93.0,Blue Streak,"Action, Comedy, Crime, Thriller",1999,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",PG-13,5.8,97970918.36734694,79519979.94897959
1112,en,2002-12-13,117.0,Star Trek: Nemesis,"Action, Adventure, Sci-Fi, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",PG-13,5.9,83748860.47804335,10207347.406236798
1113,en,1997-06-05,116.0,Con Air,"Action, Crime, Thriller",1997,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",R,6.266666666666667,117339719.62616822,233134050.11238632
1114,en,2001-02-08,122.0,From Hell,"Horror, Mystery, Thriller",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",R,6.3,49625889.32806324,56088761.05762281
1115,en,2013-10-03,91.0,Gravity,"Drama, Sci-Fi, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",PG-13,8.166666666666666,113180694.29122113,666356948.1682671
1116,en,1996-12-12,106.0,Mars Attacks!,"Comedy, Sci-Fi",1996,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG-13,5.933333333333334,112029891.65073295,50207023.364047155
1117,en,2017-08-17,118.0,Logan Lucky,"Comedy, Crime, Drama",2017,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",PG-13,7.166666666666667,29708318.374673627,19928754.85776355
1118,en,2007-08-03,115.0,The Bourne Ultimatum,"Action, Mystery, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",PG-13,7.966666666666667,84775347.01121818,451518509.61583275
1119,fr,2016-10-19,120.0,From the Land of the Moon,"Drama, Romance",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",R,5.766666666666666,10776361.106134403,-10726404.825542588
1120,en,2016-06-08,118.0,The Neon Demon,"Horror, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",R,5.933333333333334,7323740.557567071,-3790108.9759465354
1121,en,1994-10-27,121.0,Stargate,"Action, Adventure, Sci-Fi",1994,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",PG-13,6.1,93190856.95006749,239868626.57917675
1122,en,1997-10-17,144.0,The Devil's Advocate,"Drama, Mystery, Thriller",1997,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",R,6.966666666666667,89178186.91588785,150108260.05370718
1123,en,1987-06-24,96.0,Spaceballs,"Adventure, Comedy, Sci-Fi",1987,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",PG,6.166666666666666,50177191.02112676,34083979.90916373
1124,en,2004-08-13,90.0,Yu-Gi-Oh! The Movie,"Animation, Action, Adventure, Family, Fantasy, Thriller",2004,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '15/100'}]",PG,4.166666666666667,26586236.103758603,12190334.271413445
1125,en,2000-05-26,110.0,Shanghai Noon,"Action, Adventure, Comedy, Western",2000,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",PG-13,6.866666666666667,80202584.20441347,2817742.8085656315
1126,en,2007-04-20,80.0,Vacancy,"Horror, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",R,5.933333333333334,23010451.33161636,19741326.234023977
1127,en,1999-01-14,99.0,Virus,"Action, Horror, Sci-Fi, Thriller",1999,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",R,4.066666666666666,113043367.34693877,-66770948.97959183
1128,en,2013-01-31,92.0,Bullet to the Head,"Action, Crime, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",R,5.333333333333333,60153510.109149195,-49774482.38759288
1129,en,2014-05-08,114.0,Chef,"Adventure, Comedy, Drama",2014,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",R,7.066666666666666,11667752.26412544,37090654.79709466
1131,en,1984-06-07,106.0,Gremlins,"Comedy, Fantasy, Horror",1984,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",PG,7.133333333333333,26584956.689124156,343388464.8114918
1132,en,1989-04-07,86.0,Cyborg,"Action, Sci-Fi, Thriller",1989,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",R,4.333333333333333,1012528.2258064516,19575125.162201613
1133,en,1997-09-09,90.0,Cube,"Drama, Mystery, Sci-Fi, Thriller",1997,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",R,6.7,547585.3582554517,13484782.273862928
1134,en,1992-12-11,138.0,A Few Good Men,"Drama, Thriller",1992,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",R,7.133333333333334,71591446.89950107,363756460.27830356
1135,en,2011-09-23,129.0,Machine Gun Preacher,"Action, Biography, Crime, Drama",2011,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",R,5.933333333333334,33490012.84792766,-30668028.26665007
1136,en,2003-04-25,90.0,Identity,"Mystery, Thriller",2003,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",R,6.966666666666667,38211934.782608695,84966333.18669567
1137,en,2017-06-12,139.0,All Eyez on Me,"Biography, Drama, Music",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",R,5.433333333333334,40976990.861618795,5042528.101803198
1138,en,2017-02-15,146.0,A Cure for Wellness,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",R,5.800000000000001,41849946.043240406,-14062045.358681206
1139,en,2009-06-08,98.0,A Perfect Getaway,"Drama, Mystery, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.366666666666667,16386441.499601467,10361659.621724924
1140,en,2016-11-25,111.0,A United Kingdom,"Biography, Drama, History, Romance",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",PG-13,6.7,14647481.115134142,-189225.57728316262
1141,en,2003-09-07,135.0,Love Actually,"Comedy, Drama, Romance",2003,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",R,6.7333333333333325,54588478.26086956,279672831.3313152
1142,en,2000-12-15,83.0,"Dude, Where's My Car?","Comedy, Mystery, Sci-Fi",2000,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",PG-13,4.666666666666666,18956974.448315915,87757263.70709059
1144,en,2018-12-25,90.0,Holmes & Watson,"Comedy, Crime, Mystery",2018,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",PG-13,3.566666666666667,42000000.0,-1537207.0
1145,en,2005-10-24,129.0,The Legend of Zorro,"Action, Adventure, Romance, Thriller, Western",2005,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",PG,5.6,96431259.60061443,86659642.20151052
1146,en,2009-11-19,91.0,Planet 51,"Animation, Adventure, Comedy, Family, Sci-Fi",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG,5.233333333333333,81932207.49800733,40902623.84509432
1147,en,1982-11-30,191.0,Gandhi,"Biography, Drama, History",1982,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",PG,7.8,57247191.70984456,145038073.5038653
1148,en,2002-07-01,94.0,Halloween: Resurrection,"Horror, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",R,3.5,18145586.436909392,34427558.33510284
1149,en,2011-09-23,116.0,Killer Elite,"Action, Crime, Thriller",2011,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",R,5.666666666666667,73678028.26544085,-9179494.190238245
1150,en,1986-03-07,116.0,Highlander,"Action, Adventure, Fantasy",1986,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",R,5.466666666666667,36657956.204379566,-23140334.8540146
1151,en,2009-09-08,108.0,Pandorum,"Action, Horror, Mystery, Sci-Fi, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",R,5.333333333333333,38625183.534774885,-14457139.332161818
1152,en,1982-10-22,98.0,Halloween III: Season of the Witch,"Horror, Mystery, Sci-Fi, Thriller",1982,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",R,5.033333333333333,6505362.694300518,30965526.42487047
1153,en,2013-05-07,100.0,Hummingbird,"Action, Crime, Drama",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",R,5.533333333333333,21558227.48404212,-12554557.735139962
