,original_language,release_date,runtime,title,Genre,Year,Ratings,Rated,general_rating,real_budget,real_profit
605,en,2012-04-13,92.0,The Three Stooges,"Comedy, Family",2012,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",PG,5.3999999999999995,32811005.514081378,27144874.065554854
606,en,2011-03-02,107.0,One Day,"Drama, Romance",2011,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",PG-13,6.4,16745006.42396383,49553422.71607414
607,en,2010-10-20,91.0,Paranormal Activity 2,"Horror, Mystery",2010,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",R,5.566666666666666,3454713.4680999373,200963022.43196243
608,en,2008-05-29,86.0,The Strangers,"Horror, Mystery, Thriller",2008,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",R,5.666666666666667,10496662.84259857,85595789.41080709
609,en,2003-03-07,121.0,Tears of the Sun,"Action, Drama, Thriller, War",2003,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",R,6.033333333333333,102353396.73913044,15650737.800728261
610,en,1992-03-20,127.0,Basic Instinct,"Drama, Mystery, Thriller",1992,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",R,5.966666666666667,87699522.4518888,543964742.9577192
611,en,2017-03-23,89.0,Smurfs: The Lost Village,"Animation, Adventure, Comedy, Family, Fantasy",2017,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",PG,5.433333333333334,61465486.292428195,140534222.77016154
612,en,2007-03-22,124.0,Shooter,"Action, Drama, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",R,6.5,73875659.53834727,42020712.51638354
613,en,2012-03-01,86.0,The Lorax,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Musical",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",PG,5.833333333333333,76559012.86618988,304967704.86080647
614,pt,2016-09-01,147.0,Aquarius,Drama,2016,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",Not Rated,7.933333333333334,797493.6180486402,-498339.74124504696
615,en,2017-03-22,104.0,Life,"Horror, Sci-Fi, Thriller",2017,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",R,6.133333333333333,59416636.749347255,43580879.892469004
616,en,2004-04-30,97.0,Mean Girls,Comedy,2004,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",PG-13,6.9,22598300.68819481,148939911.10744837
617,en,2003-02-14,103.0,Daredevil,"Action, Crime",2003,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",PG-13,4.9,106447532.60869566,138081170.9120978
618,en,2013-09-18,153.0,Prisoners,"Crime, Drama, Mystery, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",R,7.699999999999999,49583923.213296875,82057821.79762359
619,en,1989-10-12,96.0,Halloween 5: The Revenge of Michael Myers,"Horror, Thriller",1989,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",R,4.433333333333334,10125282.258064516,13450939.315951612
620,en,2004-11-19,131.0,National Treasure,"Action, Adventure, Mystery, Thriller",2004,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG,5.800000000000001,132931180.518793,329021046.24682903
621,en,2018-08-29,117.0,A Simple Favor,"Comedy, Crime, Mystery, Thriller",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",R,6.699999999999999,20000000.0,77644617.0
622,en,2003-07-02,109.0,Terminator 3: Rise of the Machines,"Action, Sci-Fi",2003,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",R,6.333333333333333,272942391.3043478,320707309.7826087
623,en,2009-10-15,109.0,Law Abiding Citizen,"Action, Crime, Drama, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",R,6.033333333333333,62034385.6770627,86252055.04729721
624,en,2016-08-17,114.0,War Dogs,"Biography, Comedy, Crime, Drama, War",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",R,6.533333333333333,41849946.043240406,48372807.32212394
625,en,2015-07-24,91.0,The Vatican Tapes,"Horror, Thriller",2015,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",PG-13,4.566666666666666,13772813.764413523,-11881951.57882768
626,en,2012-08-08,103.0,The Expendables 2,"Action, Adventure, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",R,6.0,109370018.38027127,235119241.4966637
627,en,2013-09-08,100.0,The Green Inferno,"Adventure, Horror",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",R,4.866666666666666,5389556.87101053,1976291.2194739804
628,en,2006-06-28,154.0,Superman Returns,"Action, Sci-Fi",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",PG-13,6.266666666666667,336304017.85714287,150815153.1723413
629,en,1990-11-16,104.0,Rocky V,"Drama, Sport",1990,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",PG-13,5.5,80692379.49502678,149754216.66645753
630,en,1988-10-21,88.0,Halloween 4: The Return of Michael Myers,"Horror, Thriller",1988,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",R,5.1,10613144.547759933,27103332.74724429
631,en,1992-11-19,120.0,Home Alone 2: Lost in New York,"Adventure, Comedy, Crime, Family",1992,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",PG,6.0,32216151.104775477,610307867.4194583
632,en,2008-12-25,166.0,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance",2008,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",PG-13,7.466666666666667,174944380.70997617,214519229.02087292
633,en,2006-09-22,109.0,Children of Men,"Adventure, Drama, Sci-Fi, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",R,7.966666666666667,94663353.17460318,-6731730.2646428645
634,en,2014-01-30,118.0,RoboCop,"Action, Crime, Sci-Fi, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG-13,5.7,127284570.15409571,130136768.10563242
635,en,1999-07-14,81.0,The Blair Witch Project,"Horror, Mystery",1999,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",R,6.966666666666667,90434.69387755102,374669578.7070408
636,en,1997-05-02,126.0,The Fifth Element,"Action, Adventure, Sci-Fi",1997,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG-13,6.800000000000001,140807663.55140188,272103268.78043616
637,en,2009-03-13,110.0,The Last House on the Left,"Horror, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",R,5.699999999999999,17556901.606715858,20742466.800342128
638,en,1996-12-20,112.0,Scream,"Horror, Mystery",1996,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",R,7.033333333333333,22405978.33014659,254542577.47572342
639,en,1997-08-22,105.0,Mimic,"Horror, Sci-Fi",1997,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",R,5.8,46935887.85046729,-7070907.14996884
640,en,1988-07-15,131.0,Die Hard,"Action, Thriller",1988,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",R,7.699999999999999,59433609.467455626,239364523.47668642
641,en,2014-01-15,105.0,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",PG-13,6.0,63642285.077047855,80094908.29535854
643,en,2010-07-21,100.0,Salt,"Action, Thriller",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",PG-13,6.4,126672827.16366437,211116472.52912554
644,en,2018-03-23,101.0,Isle of Dogs,"Animation, Adventure, Comedy, Drama, Fantasy, Sci-Fi",2018,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",PG-13,8.0,62770198.0,1471301.0
645,en,1999-11-04,118.0,The Bone Collector,"Crime, Drama, Mystery, Thriller",1999,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",R,6.0,110028877.55102041,118309161.02091837
647,en,1994-07-15,141.0,True Lies,"Action, Comedy, Thriller",1994,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.833333333333334,194853609.98650473,447116873.002544
648,en,2008-09-18,102.0,Zack and Miri Make a Porno,"Comedy, Romance",2008,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",R,6.1,27991100.913596187,21115916.210535858
649,en,1997-04-10,154.0,Jackie Brown,"Crime, Drama, Thriller",1997,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",R,7.066666666666666,18774355.140186917,43295480.93666044
650,en,2016-06-24,86.0,The Shallows,"Action, Drama, Horror, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",PG-13,6.199999999999999,17786227.06837717,106822780.33184865
651,en,1987-09-11,94.0,Hellraiser,"Horror, Thriller",1987,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",R,6.533333333333333,2210448.943661972,30007271.026857395
652,en,2011-10-25,107.0,The Adventures of Tintin,"Animation, Action, Adventure, Family, Mystery",2011,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",PG,6.966666666666666,145123389.00768653,270085869.5406177
654,en,2006-05-17,83.0,Over the Hedge,"Animation, Adventure, Comedy, Family, Fantasy",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",PG,6.633333333333333,99645634.92063493,328079823.9207788
655,en,1986-08-01,86.0,Friday the 13th Part VI: Jason Lives,"Horror, Thriller",1986,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",R,5.033333333333333,6873366.788321168,37739496.50637774
656,en,2013-09-04,123.0,About Time,"Comedy, Drama, Fantasy, Romance, Sci-Fi",2013,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",R,7.066666666666666,12934936.490425272,80951628.18478517
657,es,2009-09-15,85.0,[REC]²,"Action, Adventure, Fantasy, Horror, Mystery, Sci-Fi, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",R,6.1,6554576.599840587,15063447.031327931
658,en,1989-11-22,108.0,Back to the Future Part II,"Adventure, Comedy, Sci-Fi",1989,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",PG,7.066666666666666,81002258.06451613,591316483.8709676
659,en,2012-10-04,87.0,Frankenweenie,"Animation, Comedy, Family, Horror, Sci-Fi",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",PG,7.066666666666668,42654307.16830579,46475527.18068416
660,en,1985-03-22,92.0,Friday the 13th: A New Beginning,"Horror, Mystery, Thriller",1985,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",R,3.9,5134157.992565056,46045037.85061338
661,en,2018-10-11,90.0,Goosebumps 2: Haunted Halloween,"Animation, Adventure, Comedy, Family, Fantasy, Horror",2018,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",PG,5.666666666666666,35000000.0,57503612.0
662,en,2007-10-17,113.0,30 Days of Night,"Action, Horror, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",R,6.066666666666666,36332291.57623636,55111209.316544645
663,en,2009-07-09,88.0,The Collector,"Horror, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",R,5.266666666666667,3979564.3641889277,129452887.84685159
664,en,2018-12-13,131.0,Mary Poppins Returns,"Comedy, Family, Fantasy, Musical",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",PG,6.6,130000000.0,218807090.0
665,en,2018-09-27,111.0,Night School,Comedy,2018,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",PG-13,5.366666666666667,29000000.0,4157615.0
666,en,2013-03-14,94.0,The Call,"Crime, Drama, Horror, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",R,6.2,14012847.864627378,59902098.33765888
667,en,2010-12-15,125.0,TRON: Legacy,"Action, Adventure, Sci-Fi",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",PG,6.033333333333333,195767096.5256631,264933641.948128
668,en,2017-12-08,120.0,"I, Tonya","Biography, Comedy, Drama, Sport",2017,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",R,7.566666666666666,11268672.486945169,43988079.519333385
669,en,2011-02-24,105.0,Drive Angry,"Action, Fantasy, Thriller",2011,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",R,5.066666666666666,55816688.07987943,-23519588.373261195
670,en,2004-07-10,95.0,A Cinderella Story,"Comedy, Family, Romance",2004,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",PG,4.966666666666667,25256924.29857067,67885174.29996294
671,en,1987-08-21,100.0,Dirty Dancing,"Drama, Music, Romance",1987,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",PG-13,6.966666666666667,13262693.661971832,459538619.5516286
672,en,2016-05-04,92.0,Neighbors 2: Sorority Rising,Comedy,2016,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",R,5.766666666666667,36618702.78783535,77169753.10198036
673,en,2006-12-20,102.0,Rocky Balboa,"Action, Drama, Sport",2006,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",PG,6.733333333333333,29893690.476190478,164067947.88255954
674,en,2015-07-10,117.0,Self/less,"Action, Mystery, Sci-Fi, Thriller",2015,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",PG-13,5.433333333333334,27545627.528827045,6152375.237607431
675,en,1995-04-26,91.0,Friday,"Comedy, Drama",1995,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Metacritic', 'Value': '54/100'}]",R,6.6,5766893.044619422,40724015.887309715
676,en,2003-01-09,154.0,The Last Samurai,"Action, Drama",2003,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",R,6.9,191059673.91304347,432284768.70634234
677,en,2011-04-29,86.0,Hoodwinked Too! Hood VS. Evil,"Animation, Comedy, Crime, Family, Mystery",2011,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",PG,3.966666666666667,33490012.84792766,-18395138.616678298
678,en,2006-06-16,92.0,Nacho Libre,"Comedy, Family, Sport",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG,5.733333333333334,43594965.277777776,80034701.36021827
679,en,2005-09-10,134.0,Brokeback Mountain,"Drama, Romance",2005,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",R,8.066666666666666,18000501.792114694,210919286.7046953
680,en,2015-04-09,128.0,The Longest Ride,"Drama, Romance",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",PG-13,6.0,36021205.2300046,30738039.68519979
681,en,1979-08-15,147.0,Apocalypse Now,"Drama, Mystery, War",1979,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",R,8.700000000000001,108951384.29752067,409864731.4049587
682,en,2003-11-21,98.0,Gothika,"Horror, Mystery, Thriller",2003,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",R,5.233333333333333,54588478.26086956,138642894.5416739
683,en,2013-12-18,87.0,Walking with Dinosaurs,"Animation, Adventure, Family",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",PG,4.9,86232909.93616848,50173021.181703046
684,en,2015-06-18,109.0,Paper Towns,"Adventure, Comedy, Drama, Mystery, Romance",2015,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",PG-13,6.0,12713366.551766329,77882401.33028433
685,en,2017-07-21,122.0,Girls Trip,"Adventure, Comedy, Drama",2017,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",R,6.7,19464070.65926893,124341217.23827921
686,en,2008-02-14,95.0,The Spiderwick Chronicles,"Action, Adventure, Drama, Family, Fantasy, Thriller",2008,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",PG,6.4,104966628.42598571,84952602.89623927
687,en,2005-11-04,123.0,Jarhead,"Action, Biography, Drama, War",2005,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",R,6.466666666666667,92574009.21658985,32002318.11462365
689,en,2017-07-13,107.0,Tulip Fever,"Drama, History, Romance",2017,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",R,5.5,25610619.28851175,-22101284.227937337
690,en,2013-04-10,124.0,Oblivion,"Action, Adventure, Sci-Fi",2013,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",PG-13,6.333333333333334,129349364.90425272,179114993.79372156
691,en,2010-11-11,92.0,Skyline,"Action, Sci-Fi, Thriller",2010,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",PG-13,3.966666666666667,11515711.560333125,65622152.19901768
692,en,2014-07-16,112.0,Step Up All In,"Drama, Music, Romance",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",PG-13,5.766666666666667,47731713.80778589,43664596.30188059
693,en,2013-01-23,118.0,Parker,"Action, Crime, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",R,5.433333333333334,37726898.09707371,12090544.914241679
694,en,1993-08-13,87.0,Jason Goes to Hell: The Final Friday,"Fantasy, Horror, Thriller",1993,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",R,3.466666666666667,5213294.117647059,22483312.719411764
695,en,2004-03-12,96.0,Secret Window,"Drama, Mystery, Thriller",2004,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",PG-13,5.933333333333333,53172472.20751721,70338102.86022763
696,en,2015-06-26,111.0,Max,"Adventure, Drama, Family, War",2015,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",PG,6.166666666666666,21188944.25294388,25392041.504554525
697,en,2014-10-08,141.0,The Judge,"Crime, Drama",2014,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",R,6.5,53035237.56420655,35766315.0619931
698,en,1995-11-16,130.0,GoldenEye,"Action, Adventure, Thriller",1995,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",PG-13,6.866666666666667,95565656.167979,484738722.41232276
