,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,imdb_id,budget,0,Metascore,imdbRating,imdbVotes,BoxOffice
746,FALSE,/uL2s9Snfjb9AvImGGQLDnMpfzge.jpg,"[12, 14, 878, 10751, 28]",475430,en,Artemis Fowl,Artemis Fowl is a 12-year-old genius and descendant of a long line of criminal masterminds. He soon finds himself in an epic battle against a race of powerful underground fairies who may be behind his father's disappearance.,48.94,/tI8ocADh22GtQFV28vGHaBZVb0U.jpg,6/12/2020,Artemis Fowl,FALSE,5.7,1132,tt3089630,0,125000000,38,6,"103,859",N/A
747,FALSE,/7vDOtDCVuwp84lvdLp7IxheNWWr.jpg,"[28, 53]",38234,en,Undisputed III: Redemption,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",40.924,/g8KB77SPA7SyU8eid6TAEpt9skU.jpg,5/22/2010,Undisputed III: Redemption,FALSE,7.5,501,tt1156466,0,3000000,41,5.8,"131,618","$54,098,051 "
748,FALSE,/iiKTyL7jTw5FzVBlhLCu9I7M86w.jpg,"[27, 9648]",9286,en,Final Destination 3,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",44.664,/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,2/9/2006,Final Destination 3,FALSE,6,2655,tt0414982,118890272,25000000,72,7.1,"172,327","$70,410,000 "
749,FALSE,,"[16, 10751, 12, 14]",13285,en,Barbie Fairytopia: Mermaidia,"In this animated follow-up to Fairytopia, Elina (played by Barbie) enlists the help of a mermaid, Nori, to save her friend Nalu, a merman prince who has been captured by the wicked Laverna.",46.411,/igsqS7rpnkAT92Iqo5sYwTs1KWo.jpg,3/14/2006,Barbie Fairytopia: Mermaidia,FALSE,6.7,461,tt0775425,0,0,43,5.4,"10,923","$217,644 "
750,FALSE,/fuSYapxTCfkH2wKDmUjRso8UEdz.jpg,"[10751, 16]",44874,en,Barbie: A Fashion Fairytale,"Join Barbie in a colourful, modern-day fairytale filled with fashion, friends and fun! Barbie and her dog Sequin jet off to visit her Aunt's amazing fashion house in Paris, and much to her surprise it's about to be shut down forever. After she discovers three enchanting Flairies with sparkle-magic powers, Barbie comes up with a brilliant idea to save the business. She even inspires Alice, a shy fashion designer, and together they create a dazzling runway fashion show. Barbie shows that magic happens when you believe in yourself.",40.405,/bFnf8f8DXdCANQ7Y62djgubhh4P.jpg,9/14/2010,Barbie: A Fashion Fairytale,FALSE,7.1,402,tt1725929,0,0,68,7.6,"496,902","$176,760,185 "
751,FALSE,/tweDJNQzBGgsWVF5MC8JhSAk07p.jpg,"[53, 878, 27]",570670,en,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",45.288,/5EufsDwXdY2CVttYOk2WtYhgKpa.jpg,2/26/2020,The Invisible Man,FALSE,7.2,3575,tt1051906,130234661,7000000,73,7.6,"521,460","$75,590,286 "
752,FALSE,/dENLz9Np9EV5Ro8UIBhbKC8BmSS.jpg,"[53, 28, 18, 878]",61791,en,Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",47.893,/7HBHA1YMhTmfMX91i1hauakIKo5.jpg,8/3/2011,Rise of the Planet of the Apes,FALSE,7.3,9071,tt1318514,482860185,93000000,48,7.3,"120,198","$52,853,219 "
753,FALSE,/jZ6NrikuKX1Wby0EeT91BVDv45o.jpg,"[16, 12, 28, 10751]",657561,en,The Wishmas Tree,"A young possum's misguided wish for a white Wishmas not only freezes her entire hometown of Sanctuary City, but also threatens the lives of all who live there. Before the magical Wishmas Tree dies, she must undertake a perilous journey into the WILD; battling self-doubt, ghostly predators and ultimately, Extinction itself, to reverse the damage she has caused and save her city.",42.812,/90eStEGcL7tb65UU6ptMaG2PtIp.jpg,2/27/2020,The Wishmas Tree,FALSE,6.9,46,tt9239422,0,0,40,5.6,"51,429",N/A
754,FALSE,/ayDMYGUNVvXS76wQgFwTiUIDNb5.jpg,"[10752, 28, 36, 53, 18]",300671,en,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,37.792,/4qnEeVPM8Yn5dIVC4k4yyjrUXeR.jpg,1/13/2016,13 Hours: The Secret Soldiers of Benghazi,FALSE,7.2,2348,tt4172430,69411370,50000000,82,6.3,"12,202","$1,087,585 "
755,FALSE,/rsLsIr01JJN2IBnTThIXEg1fDAV.jpg,"[53, 80, 28]",265208,en,Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",37.927,/zSINB8kT5uBArawlQljdl6WIk7F.jpg,1/14/2015,Wild Card,FALSE,5.6,1278,tt2231253,0,30000000,55,6.6,"92,477","$177,397,510 "
756,FALSE,/4ovDwwOQFarYI4l9H8cPGJ7p3kF.jpg,[18],340487,en,Certain Women,Three strong-willed women strive to forge their own paths amidst the wide-open plains of the American Northwest: a lawyer forced to subdue a troubled client; a wife and mother whose plans to construct her dream home reveal fissures in her marriage; and a lonely ranch hand who forms an ambiguous bond with a young law student.,42.635,/1A5cWPvPnw7vY1Dfg3DSyLG0k96.jpg,9/25/2016,Certain Women,FALSE,6,223,tt4468634,1215691,2000000,68,6.6,"102,485","$73,661,010 "
757,FALSE,/gnkBzJVH2zicIopP2fHf4kRElne.jpg,"[14, 35, 16, 878, 10751]",228161,en,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",41.119,/usFenYnk6mr8C62dB1MoAfSWMGR.jpg,3/18/2015,Home,FALSE,6.8,3028,tt2224026,368871007,135000000,50,5.8,"107,098","$42,587,643 "
758,FALSE,/aiRESjcG3Vi3W9WAGgMJSjGX1HQ.jpg,"[16, 35, 10751, 14]",9297,en,Monster House,"Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",40.864,/zCRPr4bkO3ae0U1134vJ39xZnAG.jpg,7/21/2006,Monster House,FALSE,6.6,2806,tt0385880,140175006,75000000,77,6.3,"52,472","$10,709,995 "
759,FALSE,/NbxUFZ7qwWrvVRjZ8dXSt2dOLI.jpg,[28],585311,en,General Commander,GRS operative Jake Alexander and his team of young recruits go after the most dangerous and notorious criminals with the help of a Hong Kong billionaire.,43.508,/tarle8uNAqiQfCTY95U0Oj1DxIU.jpg,5/28/2019,General Commander,FALSE,4.2,29,tt7043534,0,0,44,6.7,"108,926","$169,700,110 "
760,FALSE,/vXCSFwzUZKiS5filWsl4JKxs2QJ.jpg,"[27, 9648]",55779,en,Final Destination 5,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",47.159,/Akx1Po4ZLetOWfYJhQf75tbhTtK.jpg,8/12/2011,Final Destination 5,FALSE,6.1,2337,tt1622979,157887643,47000000,12,3.3,"56,642","$86,089,513 "
761,FALSE,/5jq7TjRzmvkJsa8bF3zWqxbPtmw.jpg,[18],399019,en,The Beguiled,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",36.554,/uQxfqFAqAvNK5b1wD11b2ycDAVg.jpg,6/23/2017,The Beguiled,FALSE,5.8,1730,tt5592248,27397655,10500000,42,5.4,"4,762",N/A
762,FALSE,/kTrgxhRSj2sun89bDbnGCPBiey6.jpg,"[16, 10751, 35]",378236,en,The Emoji Movie,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",42.351,/f5pF4OYzh4wb1dYL2ARQNdqUsEZ.jpg,7/23/2017,The Emoji Movie,FALSE,5.6,2275,tt4877122,216909830,50000000,63,7.2,"230,517","$148,415,853 "
763,FALSE,/2etabWl8OYPD4QwhWv5VVVCY79q.jpg,"[53, 27]",469916,en,Downrange,"Stranded at the side of the road after a tire blowout, a group of friends become targets for an enigmatic sniper.",38.503,/ekkOoPnYB8MfDn6gsM1GoMLEhoi.jpg,5/25/2018,Downrange,FALSE,5.7,202,tt6138228,0,0,62,6.9,"374,740","$124,740,460 "
764,FALSE,/k0KEzkdLHtebX4Jhx7uXJqz34wQ.jpg,"[9648, 80, 53]",411088,es,Contratiempo,"A young businessman wakes up in a hotel room, locked from the inside, along with his lover, who was murdered while he was unconscious. He hires a prestigious lawyer, and over the course of one evening, they must work together to build a defense case for him before he is taken to jail.",31.744,/fptnZJbLzKUHeNlYrAynbyoL5YJ.jpg,9/22/2016,The Invisible Guest,FALSE,8.2,3099,tt4857264,30000000,4000000,72,7.6,"99,738","$40,826,341 "
765,FALSE,/irpJXGiVr539uuspcQcNdkhS2lq.jpg,"[16, 28, 35, 10751, 878]",38055,en,Megamind,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",44.533,/uZ9ytt3sPTx62XTfN56ILSuYWRe.jpg,10/28/2010,Megamind,FALSE,6.9,4935,tt1001526,321885765,130000000,89,8.4,"794,045","$81,900,459 "
766,FALSE,/99ugSAJRMt6zprRj5wOBcok8RN2.jpg,"[35, 18, 10749]",449176,en,"Love, Simon",Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,32.631,/5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg,2/16/2018,"Love, Simon",FALSE,8.1,4843,tt5164432,66316289,17000000,65,8.6,"1,452,916","$100,125,643 "
767,FALSE,/6WwIVI5plUNGazTbJ3bKDBOI75H.jpg,[53],552161,en,The Art of Murder,"When art gallery assistant Kate Miller meets the heir to a run-down estate, she stumbles upon a previously undiscovered masterpiece, and finds herself thrust into the high-stakes auction world of priceless art. But those high-stakes turn deadly when the painting's integrity and authenticity come into question. Kate and the gallery soon discover they're caught in the middle of a million-dollar conspiracy. As the auction date closes in Kate finds herself in mortal danger when a desperate stalker will stop at nothing to keep the truth from coming to light.",31.027,/rwytpBbRPHFsXFlzQaDgJmhkIql.jpg,10/5/2018,The Art of Murder,FALSE,5.7,15,tt9182980,0,0,90,8.1,"220,826","$74,422,622 "
768,FALSE,/i5H7zusQGsysGQ8i6P361Vnr0n2.jpg,"[80, 9648, 53]",807,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",39.5,/69Sns8WoET6CfaYlIkHbla4l7nC.jpg,9/22/1995,Se7en,FALSE,8.3,14865,tt0114369,327311859,33000000,48,6.7,"49,630","$26,483,452 "
769,FALSE,/sU3gFo7Gn67zjtKXIvzJ4omcUbH.jpg,"[36, 12, 18]",665,en,Ben-Hur,"Judah Ben-Hur, a Jew in ancient Judea, is battling the Roman empire at the time of Christ. His actions send him and his family into slavery, but an inspirational encounter with Jesus changes everything. He finally meets his rival in a justly famous chariot race and rescues his suffering family.",37.089,/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg,12/26/1959,Ben-Hur,FALSE,7.8,1740,tt0052618,164000000,15000000,47,8,"29,018","$4,496,583 "
770,FALSE,/qAM4B15ZTKom2WyUlvdpZM69wdD.jpg,"[10751, 16, 12, 35, 14, 28]",14411,en,Sinbad: Legend of the Seven Seas,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",43.488,/CQ1bthSN2uXDxovHUwH8mIB9zy.jpg,7/2/2003,Sinbad: Legend of the Seven Seas,FALSE,6.9,1434,tt0165982,80767884,60000000,48,7.6,"241,486","$174,340,174 "
771,FALSE,/x2r5hYRngX77iEkBgNqTcSp0YFO.jpg,[99],655720,es,El año del descubrimiento,"In 1992 – 500 years after the beginning of Spain's global empire with the discovery of America – Spain proudly presented itself to the international community as a modern, developed, dynamic country through the Olympic Games in Barcelona and the Expo in Seville. But for filmmaker Luis López Carrasco (1981, Murcia), 1992 was also the year in which the regional parliament building in Cartagena was razed during furious protests against the threatened closure of various local industries.  El año del descubrimiento revives this almost forgotten history in a typical Spanish bar in Cartagena, where different generations come together to drink, eat, smoke and talk. Stories from witnesses, demonstrators and strikers from back then and discussions among younger café visitors on themes such as class consciousness, the economic crisis and the role of unions percolate to the surface amidst talk of other life issues.",34.417,/9DnYw5JH8Pqb8lIEKFar1SZNNyS.jpg,11/13/2020,The Year of the Discovery,FALSE,6.4,8,tt11572530,0,0,42,5.9,"149,117","$37,519,139 "
772,FALSE,/pU8mlbNMaGbb6GiBSWPA5pi1dxt.jpg,"[28, 80, 18, 53]",9702,en,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",43.783,/gvP6R6juhe2IpCG7QGDgjyUvm0g.jpg,2/5/1993,Bound by Honor,FALSE,8.1,721,tt0106469,0,35000000,39,5.5,"267,940","$116,601,172 "
773,FALSE,/lrNKm3HNvGdZoAfiBKu7b04FLHN.jpg,[18],316029,en,The Greatest Showman,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",37.596,/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg,12/20/2017,The Greatest Showman,FALSE,8,7244,tt1485796,432844677,84000000,40,6.6,"156,362","$83,586,447 "
774,FALSE,/nEwxvCifMexVkljgcfI89ldKmBx.jpg,"[12, 18]",555748,en,The Other Side of Heaven 2: Fire of Faith,"Missionary John H. Groberg returns to Tonga in the 1960s with his wife and their five young daughters. When their sixth child is born with a serious illness, the Grobergs face their ultimate test of faith, only to find themselves surrounded by the love and prayers of thousands of Tongans. Barriers of inter religious strife are soon broken down as all unite in hopes of a miracle that will save the baby's life, as well as the life of a Tongan minister's son.",35.493,/lh0BwrB7ZC2fcMvYu2TBXpY1nsM.jpg,6/28/2019,The Other Side of Heaven 2: Fire of Faith,FALSE,5.1,7,tt8174450,0,0,57,8.1,"372,535","$19,629,760 "
775,FALSE,/1MJC1iOVPnmikmTTeE7EX3nDM5Z.jpg,[27],751394,en,The 100 Candles Game,"A group of friends must confront their fears in a terrifying game. They must sit by the other players in a circle made of a hundred candles, take one of them and tell a horror story. As stories are told and candles blown out, strange events will start to happen. They will feel strange presences around them, lurking in the shadows. But they MUST NOT leave the game or else a terrible curse will fall upon them...",37.685,/9qpZrNVruotM2oC1QVvjd3fSfK5.jpg,11/13/2020,The 100 Candles Game,FALSE,6.1,53,tt12739994,0,0,38,5.2,"6,109",N/A
776,FALSE,/lS9oEknIMaNvIm2zpXg5MXDDmZx.jpg,"[27, 9648, 878]",1091,en,The Thing,"Members of an American scientific research outpost in Antarctica find themselves battling a parasitic alien organism capable of perfectly imitating its victims. They soon discover that this task will be harder than they thought, as they don't know which members of the team have already been assimilated and their paranoia threatens to tear them apart.",37.596,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,6/25/1982,The Thing,FALSE,8,4478,tt0084787,19629760,15000000,45,7.8,"374,001","$59,735,548 "
777,FALSE,/1hrexCNSKU8SZ2rgl2UvBvcqs1M.jpg,"[53, 27]",525460,en,Welcome Home,A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions.,34.964,/hZVlM6Eco8dyedK637E883gdeHg.jpg,11/16/2018,Welcome Home,FALSE,5.2,226,tt6829180,0,0,32,5.7,"98,244","$38,252,284 "
778,FALSE,/2GIA8FKNxI69RnytQquoDbrAJ7L.jpg,"[16, 28, 12, 10751]",22855,en,Superman/Batman: Public Enemies,"United States President Lex Luthor uses the oncoming trajectory of a Kryptonite meteor to frame Superman and declare a $1 billion bounty on the heads of the Man of Steel and his ‘partner in crime’, Batman. Heroes and villains alike launch a relentless pursuit of Superman and Batman, who must unite—and recruit help—to try and stave off the action-packed onslaught, stop the meteor Luthors plot.",42.417,/izvMc22ywSLFWUXZEIuJJ8dms75.jpg,9/29/2009,Superman/Batman: Public Enemies,FALSE,6.9,397,tt1398941,0,0,31,5.5,"92,149","$36,931,089 "
779,FALSE,/ukYpvqpB2QiH0A1NzvV5ylsiUgA.jpg,"[35, 18]",87428,en,That's My Boy,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",50.16,/oVCsANNQyw1AjRhQ9edFBM8HVCq.jpg,6/14/2012,That's My Boy,FALSE,5.7,1250,tt1232200,58058367,70000000,55,6.7,"181,945","$32,367,005 "
780,FALSE,/fdhYkqAp4WB3Ni6DGKgcCEmfYeA.jpg,[18],407650,es,Vico C: La vida del filósofo,"A biographical film based on the story of the singer, songwriter and pioneer of urban music in Spanish. From his humble beginnings until his jump to international fame. The harsh experiences of a warrior of life that changed the perspective of music in the world.",35.713,/A3Vt6HkuNtCNuxS97oXwQiPoezt.jpg,8/17/2017,Vico C: The Life Of A Philosopher,FALSE,7.6,84,tt5860550,0,0,50,6.3,"7,912","$14,682,684 "
781,FALSE,/4m5Uc7Z38kv0qV6kf65tuEfsLDU.jpg,[28],557972,ko,PMC: 더 벙커,"On the day of the U.S. presidential election in 2024, a team of elite mercenaries embark on a secret CIA mission to abduct North Korea's politician in an underground bunker below the Korean Demilitarized Zone. However, they get caught in the crossfire which causes tensions to escalate to the brink of World War III.",38.823,/fl9VBbIGHUoBY6Ixzt9lEGjhxzs.jpg,12/26/2018,Take Point,FALSE,7.3,71,tt7156436,0,0,84,6.9,"88,442","$42,402,632 "
782,FALSE,/7qfCDDHRrTKTwMpnyR4NbqccNYy.jpg,[18],424998,en,The Case for Christ,"Based on the true story of an award-winning investigative journalist -- and avowed atheist -- who applies his well-honed journalistic and legal skills to disprove the newfound Christian faith of his wife... with unexpected, life-altering results.",35.178,/hTKwkxMv5MCkN8vMXiEmMmAHafh.jpg,4/7/2017,The Case for Christ,FALSE,6.6,157,tt6113488,0,0,48,5.9,"8,715","$124,741 "
783,FALSE,/6XX4Sp9bF0SulXnMnYqQ9lcjLbp.jpg,"[16, 28, 14]",537055,en,Wonder Woman: Bloodlines,"When Amazon princess Diana of Themyscira chooses to save fighter pilot Steve Trevor, it’s a choice that will change her world and ours. Fulfilling the role of both ambassador as well as protector, Diana earns the name Wonder Woman from the gracious people of Earth. But her heart is as strong as her will as she is determined to help a troubled and embittered young girl whom has fallen in with a deadly organization known only as Villainy, Inc! Get ready for an exciting adventure packed with brutal battles, myth and wonder!",37.149,/w1SBqj0fn1j72ST5i1jauWo3swT.jpg,10/4/2019,Wonder Woman: Bloodlines,FALSE,7.2,285,tt8752498,0,0,27,4.3,"153,610","$56,117,548 "
784,FALSE,/hvdRLJSKy2a3Ulzrl1Wlnqq2pKZ.jpg,"[36, 18]",407439,en,Mary Magdalene,"In the first century, free-spirited Mary Magdalene flees the marriage her family has arranged for her, finding refuge and a sense of purpose in a radical new movement led by the charismatic, rabble-rousing preacher named Jesus.",42.678,/7IBGsaUXMol2K8I1BTBgxEBuS6y.jpg,3/15/2018,Mary Magdalene,FALSE,6.3,373,tt5360996,10940439,0,19,6.3,"76,293",N/A
785,FALSE,/hMLivQK5j4C8Igz2Sd4ROeLPtCk.jpg,"[12, 14, 16, 18, 35, 878]",16910,ja,劇場版 NARUTO -ナルト- 大激突!幻の地底遺跡だってばよ,"Naruto, Shikamaru, and Sakura are executing their mission of delivering a lost pet to a certain village. However, right in the midst of things, troops led by the mysterious knight, Temujin, attack them. In the violent battle, the three become separated. Temujin challenges Naruto to a fight and at the end of the fierce battle, both fall together from a high cliff...",37.911,/itKMldwL6uhUZYO3X78NOFU4zzO.jpg,8/6/2005,Naruto the Movie: Legend of the Stone of Gelel,FALSE,6.3,196,tt0791188,0,0,64,6.8,"111,282","$28,714,231 "
786,FALSE,/j8uPZSPjKYzHlN2B4NhPQVWWZ5x.jpg,"[27, 53, 9648, 35]",567609,en,Ready or Not,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,34.231,/vOl6shtL0wknjaIs6JdKCpcHvg8.jpg,8/21/2019,Ready or Not,FALSE,7,2470,tt7798634,57615777,6000000,49,5.7,"10,586",N/A
787,FALSE,/efzyOI3chXCPBgn6XA0IXXD7Fel.jpg,[35],8274,en,American Pie Presents: Band Camp,"Everyone has 'moved on', except for Sherman and Jim Levenstein's still understanding father. Little Matt Stiffler wants to join his older brother Steve's business and, after everything Matt has heard from Jim's band-geek wife, he plans to go back to band camp and make a video of his own.",40.899,/NfxIDnzDCL8vSPjQAtetIzOAxE.jpg,10/30/2005,American Pie Presents: Band Camp,FALSE,5.4,1571,tt0436058,0,10000000,48,6.6,"428,215","$150,947,895 "
788,FALSE,,[18],197158,pt,Pornô!,"Three tales of the erotic: Two young ladies experiment with lesbianism, a handsome and wealthy socialite makes a beautiful woman patiently wait to make love to him, and a gorgeous, but controlling and dominating blind woman makes a hunky stud her sexual hostage in her swanky mansion home.",41.816,/bhbPSpYjsRJAK7rXqL8APK9EwBl.jpg,1/1/1981,Porno,FALSE,4.7,39,tt0261189,0,0,47,6.5,"155,298","$150,415,432 "
789,FALSE,/ipikQozG6cAtLqhaFqRneA0LI4o.jpg,"[28, 12, 878]",157350,en,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",36.249,/lmIh6aeCQXA4sLt58l6qB1o54BE.jpg,3/14/2014,Divergent,FALSE,6.9,10374,tt1840309,288747895,85000000,67,6.7,"28,661",N/A
790,FALSE,/shC9fVKXakC73oCNKQ6bBru9O4t.jpg,"[28, 12, 53, 10752]",1369,en,Rambo: First Blood Part II,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return—the jungles of Vietnam.,39.142,/lIyUiHted0eWUceCx2ZHLnQGmgy.jpg,5/21/1985,Rambo: First Blood Part II,FALSE,6.6,2529,tt0089880,300400432,44000000,82,7.6,"373,197","$46,889,293 "
791,FALSE,/e1zdlboXWPtOgY5TgeEEhYhJ098.jpg,"[27, 53]",728791,en,Playhouse,"Reckless Jack Travis is an irreverent horror writer notorious for scaring audiences. But as he obsesses over creating a new theatre show set in a haunted Scottish castle, demonic disturbances from deep within the walls begin to prey on his troubled daughter. When the alarming supernatural forces start to close in on him too, Jack is forced to reckon with the terrifying consequences of creating such a dark and macabre play. But will he realise the danger of unearthing a historic curse and stop writing before he damns himself, his personal sanity and those he loves forever?",41.534,/1e6EJVJjRrhiU5BzK3LnzmbsMC0.jpg,1/28/2021,Playhouse,FALSE,4.3,2,tt9449666,0,0,30,6.4,"127,691","$82,390,774 "
792,FALSE,/pU4cI43w33ZMY8gyyWIFSE2YF0P.jpg,"[28, 80, 53]",273481,en,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,41.018,/tw0lXhbNkklvseuJ4aYldkVyXV7.jpg,9/17/2015,Sicario,FALSE,7.4,5969,tt3397884,84025816,30000000,73,7.6,"378,921","$45,064,915 "
793,FALSE,/mYooLfghVZnOAF7HoSyKWNkwDXD.jpg,[35],193893,en,Let's Be Cops,"It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",35.439,/pf4FoUr2phn5WyZjU7rLXSiW1Ve.jpg,8/13/2014,Let's Be Cops,FALSE,6.4,2096,tt1924435,136621271,17000000,76,7.6,"522,708","$121,463,226 "
794,FALSE,/6NixpqxjFt4wt6WUp9GmWcJYEHq.jpg,[18],412727,es,Fantasma,,40.246,/ycyFZKrntj2G8eQMqfTUNgTEl7v.jpg,8/25/2016,Fantasma,FALSE,5,5,tt5169864,0,0,42,7,"192,936","$41,596,251 "
795,FALSE,/bwYhIvGPh81gLRTx3gWnU0Ho6nc.jpg,[35],8363,en,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,38.874,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,3/20/2007,Superbad,FALSE,7.1,4953,tt0829482,121463226,20000000,64,7,"374,581","$80,048,433 "
796,FALSE,/yrR1Hk2NbWupDHfroGt2spdE1Jm.jpg,"[27, 53, 9648]",21208,en,Orphan,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",40.353,/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg,7/24/2009,Orphan,FALSE,6.9,3548,tt1148204,77912251,20000000,60,7.1,"5,905","$1,104,957 "
797,FALSE,/yCTP9QW7YElwjoTtTzn9EQvO8JX.jpg,"[35, 10749]",617402,ja,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,"A high school girl and boy are part of the student council at a pricey school. They have a crush on one another, but have kept it under wraps so far. With awareness and an inkling of what the other one feels for each the challenge becomes to make the opposite side profess his or her love first.",39.586,/o1RFuweCHUapswkVENmt2e9XODl.jpg,9/6/2019,Kaguya-sama: Love Is War,FALSE,7.1,17,tt9816396,0,0,52,6.1,"94,629","$52,218,558 "
798,FALSE,/oZc9fUwHJ880Q4lFP98s7T5a7Fe.jpg,"[28, 14, 12]",420426,ja,Bleach,"High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.",37.504,/dWiwxqAtP09fBfYyzH85u8nFwOH.jpg,7/20/2018,Bleach,FALSE,6.7,386,tt5979872,4001919,3598902,17,4.4,"4,180","$4,719,928 "
799,FALSE,/r5cMwEIkkGs0jeNDAZCu9kClxMq.jpg,"[27, 18, 53]",280092,en,Insidious: Chapter 3,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",38.387,/iDdGfdNvY1EX0uDdA4Ru77fwMfc.jpg,6/4/2015,Insidious: Chapter 3,FALSE,6.3,2464,tt3195644,104303851,10000000,78,7.3,"123,683","$93,602,326 "
