,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,imdb_id,budget,0,Metascore,imdbRating,imdbVotes,BoxOffice
188,FALSE,/iOrjCeIyRb4vDY3vbPSaEBCA1D3.jpg,"[10749, 18]",722913,en,Malcolm & Marie,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",88.964,/bdidDnAZwchN5vTenoNuhGPJTri.jpg,1/28/2021,Malcolm & Marie,FALSE,7.1,673,tt12676326,30000000,2500000,78,8.1,"50,498","$644,391 "
189,FALSE,/2ZFZavJ8EMy6m0vtaHla4iamwqk.jpg,"[16, 12, 10751]",774810,en,A Trash Truck Christmas,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",95.272,/2kWVSZfK9gbbNQD93Qwi8VvYjlB.jpg,12/11/2020,A Trash Truck Christmas,FALSE,6.4,44,tt13458584,0,0,71,7.5,"513,360","$292,353,413 "
190,FALSE,/pkxPkHOPJjOvzfQOclANEBT8OfK.jpg,"[12, 14, 9648]",675,en,Harry Potter and the Order of the Phoenix,"The rebellion begins! Lord Voldemort has returned, but the Ministry of Magic is doing everything it can to keep the wizarding world from knowing the truth – including appointing Ministry official Dolores Umbridge as the new Defence Against the Dark Arts professor at Hogwarts. When Umbridge refuses to teach practical defensive magic, Ron and Hermione convince Harry to secretly train a select group of students for the wizarding war that lies ahead. A terrifying showdown between good and evil awaits in this enthralling film version of the fifth novel in J.K. Rowling’s Harry Potter series. Prepare for battle!",95.221,/s836PRwHkLjrOJrfW0eo7B4NJOf.jpg,6/28/2007,Harry Potter and the Order of the Phoenix,FALSE,7.7,14569,tt0373889,938212738,150000000,78,7.6,"476,931","$302,305,431 "
191,FALSE,/kT8bDEAgEYBKhRJtqM97qTw6uRW.jpg,"[12, 14]",767,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",101.066,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,7/7/2009,Harry Potter and the Half-Blood Prince,FALSE,7.7,14346,tt0417741,933959197,250000000,84,7.8,"207,220","$434,038,008 "
192,FALSE,/i8C7rem1yJwhLclMQb8p38TDn2f.jpg,"[878, 28, 16, 12]",297556,en,Justice League: Throne of Atlantis,"After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Master’s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesn’t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction.",96.984,/wjD6lr6vi9DIwwyDZaOjGpIbulu.jpg,1/27/2015,Justice League: Throne of Atlantis,FALSE,7,613,tt3878542,0,3500000,21,5.3,"96,095","$33,700,160 "
193,FALSE,/bftdQMCkQa3KXHWXwAaW0g1p6ZH.jpg,"[16, 10751, 12, 35]",638134,en,Pets United,"When Roger (a Robin Hood-esque, stray dog) and Belle (an elegant yet spoilt pet cat) are thrown together amidst the chaos of a robot take-over of their home city, they must push all their preconceptions aside in order to survive, as they embark on a high-stakes, action-packed adventure.",77.263,/gtwqIYSOCRwEndZTg9s6iWjEZc1.jpg,11/8/2019,Pets United,FALSE,6.2,124,tt11276598,0,0,22,5.8,"27,517",N/A
194,FALSE,/naUJGskMlDg2HZ0FhsaMG5xPF2K.jpg,"[35, 27]",623491,en,The Babysitter: Killer Queen,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.",97.317,/yx7akzfwbPCLlxKgZ1NycThFC92.jpg,9/10/2020,The Babysitter: Killer Queen,FALSE,6.6,748,tt11024272,0,0,60,7,"2,641","$34,730 "
195,FALSE,/2mU4rVU7CQBT3Rbk5JqofNA8nlX.jpg,"[10749, 16, 14]",573699,zh,白蛇：缘起,"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance.",97.232,/30SLnoKmYNyRPkKCYowsrGLRnJA.jpg,1/11/2019,White Snake,FALSE,7.7,198,tt9288776,61631776,11936735,33,5.7,"32,952",N/A
196,FALSE,/m0OK4jdSuwoMCgggzApzol36e7F.jpg,[53],633163,es,La sabiduría,,86.268,/2mIRhKx5hOjsmbp4YAc4n0sJNHr.jpg,11/14/2019,La sabiduría,FALSE,5,3,tt4995064,0,0,44,5.6,"107,177","$59,874,525 "
197,FALSE,/oMaj75G2WFw66xI1TREg1hrToSg.jpg,"[28, 14, 878, 12]",268896,en,Pacific Rim: Uprising,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",94.107,/v5HlmJK9bdeHxN2QhaFP1ivjX3U.jpg,3/21/2018,Pacific Rim: Uprising,FALSE,6.1,3504,tt2557478,290061297,150000000,63,6.7,"55,711","$35,857,181 "
198,FALSE,/nKMeTdm72LQ756Eq20uTjF1zDXu.jpg,"[12, 18]",399360,en,Alpha,"In the prehistoric past, Keda, a young and inexperienced hunter, struggles to return home after being separated from his tribe when bison hunting goes awry. On his way back he will find an unexpected ally.",93.789,/afdZAIcAQscziqVtsEoh2PwsYTW.jpg,8/17/2018,Alpha,FALSE,6.4,1905,tt4244998,35808437,51000000,50,6.7,"134,887","$102,084,362 "
199,FALSE,/z7noaCJ4KtmhwHw7QcNtnMMo4Qy.jpg,"[28, 53, 80]",345887,en,The Equalizer 2,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered.",96.239,/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,7/19/2018,The Equalizer 2,FALSE,6.6,3341,tt3766354,102084362,62000000,67,7.6,"573,212","$389,813,101 "
200,FALSE,/qEo36RiT8w4hMFlf9KohOSuX3HZ.jpg,"[10751, 35, 18]",513584,en,Think Like a Dog,"A 12-year-old tech prodigy, whose science experiment goes awry, forges a telepathic connection with his best friend, Henry-his dog! The duo join forces and use their unique perspectives on life to comically overcome complications of family and school.",85.464,/cDbOrc2RtIA37nLm0CzVpFLrdaG.jpg,8/6/2020,Think Like a Dog,FALSE,6.7,80,tt5929654,0,0,46,4.1,"298,346","$166,167,230 "
201,FALSE,/gnxQpCncPcL8BgjabLQMrBh4Lmj.jpg,"[18, 10749, 53]",216015,en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",99.287,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,2/11/2015,Fifty Shades of Grey,FALSE,5.9,9311,tt2322441,571006128,4000000,39,5.7,"28,535","$12,695,691 "
202,FALSE,/rPBeEi1tU8IhQ9rbdnlLU0d0NR.jpg,"[878, 28, 18, 10749, 12, 53]",445651,en,The Darkest Minds,"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.",90.202,/94RaS52zmsqaiAe1TG20pdbJCZr.jpg,7/25/2018,The Darkest Minds,FALSE,7,2011,tt4073790,41142379,34000000,85,8.1,"771,332","$381,409,310 "
203,FALSE,/xOpPJ1uWRQydCRw39ml82h4ZlBS.jpg,"[28, 12, 16, 878]",300386,en,Justice League: Secret Origins,"When global catastrophe strikes, the World's Greatest Super Heroes answer the call to join Justice League. Justice League works together as a team to overcome a dangerous array of intersteller invaders and world conquering megalomaniacs.",88.868,/8osiXvK1nVSQgnZR1Bu8yBLP480.jpg,11/17/2001,Justice League: Secret Origins,FALSE,7.5,56,tt0618170,0,0,24,4.1,"4,536",N/A
204,FALSE,/pgBXz60Rf4zUaXleeIfR0ukIDhS.jpg,"[18, 27, 53]",692969,no,Kadaver,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",82.974,/bo94ZQ0SlFRHL3fGPHNBYQDlnhl.jpg,10/22/2020,Cadaver,FALSE,5.6,324,tt11284280,0,0,74,8.6,"1,530,614","$188,020,017 "
205,FALSE,/tCsYQTkQx7vknDmTw666K1XxAdx.jpg,"[28, 18]",348893,en,Boyka: Undisputed IV,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude",82.061,/7QGdIJWWTkPhVjpQ0zA6z69khod.jpg,8/1/2016,Boyka: Undisputed IV,FALSE,6.9,838,tt3344680,0,0,63,6.7,"27,812","$276,591 "
206,FALSE,/h00iFXMpGuls2GEnXIGFzQUeaFr.jpg,"[18, 27, 53]",726208,es,Voces,"After the strange death of his young son at their new home, Daniel hears a ghostly plea for help, spurring him to seek out a renowned paranormal expert.",75.852,/ffdPUteSePSqJEhKJKwgSIWumC2.jpg,7/24/2020,Don't Listen,FALSE,6.6,408,tt11750282,443458,0,46,6.3,"8,345","$40,713,082 "
207,FALSE,/2kR79WCmVIzFYQWH9X3LqcehvC2.jpg,[18],514439,en,Breakthrough,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",82.796,/t58dx7JIgchr9If5uxn3NmHaHoS.jpg,4/10/2019,Breakthrough,FALSE,7.6,676,tt7083526,0,0,81,8,"468,776","$92,054,159 "
208,FALSE,/fCK2T5ruQrqRsciJ01jjQSkNWVq.jpg,"[16, 28, 12, 14]",613200,zh,全职高手之巅峰荣耀,"Prequel movie of Quan Zhi Gao Shou (The King's Avatar), dealing with Ye Xiu's original entry into the pro gaming world of Glory, and the first Pro League series tournament.",88.384,/aQ7ZUDxcSf8U4ynCstNCMLgdhrD.jpg,8/16/2019,The King’s Avatar: For The Glory,FALSE,5.3,7,tt10736726,0,0,87,8.4,"379,220","$190,241,310 "
209,FALSE,/7d6EY00g1c39SGZOoCJ5Py9nNth.jpg,"[28, 12, 16, 878, 35]",324857,en,Spider-Man: Into the Spider-Verse,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",90.667,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,12/6/2018,Spider-Man: Into the Spider-Verse,FALSE,8.4,9151,tt4633694,375540831,90000000,88,7.9,"530,991","$245,852,179 "
210,FALSE,/cmyDcJLkWjIBsB74K7BMA5DL5QU.jpg,"[16, 35, 10751]",863,en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",80.715,/eVGu0zsezaSCuN67zgNhzjeNI9Z.jpg,10/30/1999,Toy Story 2,FALSE,7.6,10322,tt0120363,497366869,90000000,65,7.7,"483,526","$296,347,721 "
211,FALSE,/cmZVWuXM1hpP2GKFABCUkoscKu4.jpg,"[16, 10402]",738215,en,Barbie: Princess Adventure,"With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.",91.936,/AwkmMTKJBAatbeAVhTwhcU3Pyp4.jpg,9/1/2020,Barbie: Princess Adventure,FALSE,7.8,136,tt12767498,0,0,47,6.8,"38,891","$62,342,368 "
212,FALSE,/hBIZ6RiaCWszRbdvHAy6RWHyT3c.jpg,"[14, 16, 28, 12]",118406,ja,Road to Ninja: Naruto the Movie,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",95.328,/xLal6fXNtiJN6Zw6qk21xAtdOeN.jpg,7/28/2012,Naruto Shippuden the Movie: Road to Ninja,FALSE,7.5,521,tt2290828,17322136,0,74,7.8,"413,764","$222,527,828 "
213,FALSE,/elemnKqKpgVDtbemB8irTpXBKRW.jpg,[27],636879,en,A Nun's Curse,A group of travelers are forced to seek shelter inside an abandoned jail where a notorious nun named Sister Monday had once been assigned and was suspected of murdering prisoners.,64.344,/r2QyrroXgmZu3EfNoIokE4TKuui.jpg,5/12/2020,A Nun's Curse,FALSE,5.8,38,tt8426182,0,0,79,7.9,"946,564","$319,034,126 "
214,FALSE,/z0d353vPcrRIzcDePKOndyz9sWs.jpg,"[28, 12, 16, 878, 18]",65291,en,Green Lantern: Emerald Knights,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.",95.274,/zk3mqtoNzyiiXiotufJ3pwShoGc.jpg,4/9/2011,Green Lantern: Emerald Knights,FALSE,6.7,339,tt1683043,0,3500000,43,7.2,"65,912","$64,508,620 "
215,FALSE,/5L3h3qDu8IMofexZEa4TkcysQqp.jpg,[37],589885,en,Eminence Hill,A trail of revenge leads a notorious killer and a lawman to a town of fanatics.,82.015,/bQ6VHfXvBvlhqCXCm1GezQe1YUX.jpg,11/1/2019,Eminence Hill,FALSE,5.3,6,tt9135272,0,0,33,4.6,"10,681","$22,169,514 "
216,FALSE,/6azpBJGcLx9SKif8h9VMnflBfa.jpg,"[28, 12, 53]",497698,en,Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",114.189,/qAZ0pzat24kLdO3o8ejmbLxyOac.jpg,7/9/2021,Black Widow,FALSE,0,0,tt3480822,0,200000000,65,6.8,"30,638",N/A
217,FALSE,/kkmTDENld0SASZVzqn25mbRYBzU.jpg,"[53, 9648, 27]",524251,en,I See You,"When a 12-year-old boy goes missing, lead investigator Greg Harper struggles to balance the pressure of the investigation and troubles with his wife, Jackie. Facing a recent affair, great strain is put on the family that slowly gnaws away at Jackie's grip on reality. But after a malicious presence manifests itself in their home and puts their son, Connor, in mortal danger, the cold, hard truth about evil in the Harper household is finally uncovered.",75.393,/2LwamrHAmxqEHsT9JViFJxT08Ek.jpg,9/11/2019,I See You,FALSE,6.7,388,tt6079516,0,0,49,5.7,"102,130","$136,189,294 "
218,FALSE,/scdEGYcHCf2v9dBheXtIVNu2NqW.jpg,"[10751, 35]",11674,en,101 Dalmatians,"An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",88.657,/8o2ADoAyG796UwTjwBFjPyBz0yG.jpg,11/17/1996,101 Dalmatians,FALSE,5.9,2446,tt0115433,320689294,54000000,86,7.7,"294,683","$220,159,104 "
219,FALSE,/7wzalLhq27huAGTsnFY25osOJBe.jpg,"[35, 18]",629277,ko,차인표,"With the peak of his career long behind him, an actor clings to his past glory — until a sudden wake-up call forces him to face who he's become.",72.44,/oXg6oXbrn0H55WOQly2SqW2oXLy.jpg,1/1/2021,What Happened to Mr Cha?,FALSE,6.9,18,tt13667212,0,0,48,6.3,"186,941","$81,476,385 "
220,FALSE,/sabbmaIKLDg13XUsmimM6jbrPfX.jpg,[35],214756,en,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",93.767,/rq50n8wt2QeOoZrnmlsNO2hPPAV.jpg,6/25/2015,Ted 2,FALSE,6.3,5552,tt2637276,215863606,68000000,92,8.8,"1,674,546","$315,710,750 "
221,FALSE,/vRQnzOn4HjIMX4LBq9nHhFXbsSu.jpg,"[12, 14, 28]",120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",74.754,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,12/18/2001,The Lord of the Rings: The Fellowship of the Ring,FALSE,8.3,18813,tt0120737,871368364,93000000,71,7.6,"259,007","$120,620,254 "
222,FALSE,/dqaobSdoRTEA3rRDhiWnrtNd7fB.jpg,[27],758510,pt,A Gruta,"The only one survivor of a mysterious murderer that killed his wife, friends and the tourism guide who leaded them through a interdicted grotto, a boy become the only suspect to make the crime. He, however, claim for his innocence saying that your wife killed those people as she was possessed by an evil force. Refusing to talk to police officers who are in charge for the crime investigation, he asks for help to a nun.",73.411,/nBdoS8tjWubpEyQnqmM6tpZR3GU.jpg,10/29/2020,A Gruta,FALSE,6.2,53,tt13318486,0,0,57,6.2,"58,309","$32,138,862 "
223,FALSE,/aiM3XxYE2JvW1vJ4AC6cI1RjAoT.jpg,"[28, 80, 53]",438650,en,Cold Pursuit,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",73.55,/hXgmWPd1SuujRZ4QnKLzrj79PAw.jpg,2/7/2019,Cold Pursuit,FALSE,5.6,1747,tt5719748,76419755,60000000,31,4.5,"56,689","$100,407,760 "
224,FALSE,/9ywA15OAiwjSTvg3cBs9B7kOCBF.jpg,"[18, 10749]",337167,en,Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",85.739,/9ZedQHPQVveaIYmDSTazhT3y273.jpg,1/17/2018,Fifty Shades Freed,FALSE,6.6,6063,tt4477536,368307760,55000000,75,7.5,"370,485","$92,029,184 "
225,FALSE,/cpTjuXuNTEDJc7qJEiUbUGcn85F.jpg,"[27, 35]",664168,en,Fat Ass Zombies,"In a sleepy town, one man, a wannabe horror film director is about to have his life and the world he knows change forever. Finally, he gets the big break he has been waiting a lifetime for, but its not Hollywood knocking on his door.",71.045,/btrers8SNujMJhxjLvjh7AJpN3T.jpg,2/18/2020,Fat Ass Zombies,FALSE,4.7,33,tt2989692,0,0,54,6,"48,880","$5,958,315 "
226,FALSE,/6IZ84KFhNpy6htsJmwFVuK30pyp.jpg,[878],429471,en,Captive State,"Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years, increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.",80.93,/cVo7lylXAUDGuvDZBUYaP8Zjbku.jpg,3/15/2019,Captive State,FALSE,5.6,729,tt5968394,5958315,25000000,60,6.8,"44,513","$9,277,736 "
227,FALSE,/xMHeU84wLQ9uH9acJ0oPgdii9wO.jpg,"[18, 53]",504562,en,Motherless Brooklyn,"New York City, 1957. Lionel Essrog, a private detective living with Tourette syndrome, tries to solve the murder of his mentor and best friend, armed only with vague clues and the strength of his obsessive mind.",77.638,/jjMJy5OxJHpFIaboCklDIYdcfpD.jpg,10/31/2019,Motherless Brooklyn,FALSE,6.8,853,tt0385887,18377736,26000000,65,6.4,"255,248","$74,262,031 "
228,FALSE,/poRKW1DNzNXfZQPPSGDVaRcwN7a.jpg,"[10770, 16, 10751]",359983,en,The Lion Guard: Return of the Roar,"Set in the African savannah, the film follows Kion as he assembles the members of the 'Lion Guard'. Throughout the film, the diverse team of young animals will learn how to utilize each of their unique abilities to solve problems and accomplish tasks to maintain balance within the Circle of Life, while also introducing viewers to the vast array of animals that populate the prodigious African landscape.",84.422,/duqg6CiSik02nSXjiQHo8TcwY4b.jpg,11/22/2015,The Lion Guard: Return of the Roar,FALSE,6.3,360,tt4938602,0,0,58,6.3,"185,622","$238,736,787 "
229,FALSE,/xZ2we4gdiwQmg6D1w9qHlAm5yIf.jpg,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",71.035,/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg,5/16/2010,Shrek Forever After,FALSE,6.2,5248,tt0892791,752600867,165000000,47,7.2,"216,065","$370,782,930 "
230,FALSE,/pE3dLJJ55Y2eiO5s7wYe9J3qS63.jpg,[18],615,en,The Passion of the Christ,A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.,78.46,/2C9vyK6leWDb2ds65R7uIwSmh8V.jpg,2/25/2004,The Passion of the Christ,FALSE,7.3,2820,tt0335345,611899420,30000000,66,6.3,"24,117","$9,030,855 "
231,FALSE,/1TPzecXAb5uCqmscA6WaQqKMmvV.jpg,[35],554596,es,No Manches Frida 2,Ex-con Zequi and company come back for a new adventure.,76.514,/rG7rDoTe1ZEa936eonDCkV76nkx.jpg,3/15/2019,No Manches Frida 2,FALSE,8.1,525,tt9019352,0,0,31,5.9,"3,274","$2,082,980 "
232,FALSE,/owraiceOKtSOa3t8sp3wA9K2Ox6.jpg,"[16, 28]",703771,en,Deathstroke: Knights & Dragons - The Movie,"Ten years ago, Slade Wilson-aka the super-assassin called Deathstroke-made a tragic mistake and his wife and son paid a terrible price. Now, a decade later, Wilson's family is threatened once again by the murderous Jackal and the terrorists of H.I.V.E. Can Deathstroke atone for the sins of the past-or will his family pay the ultimate price?",76.79,/vFIHbiy55smzi50RmF8LQjmpGcx.jpg,8/4/2020,Deathstroke: Knights & Dragons - The Movie,FALSE,7.1,200,tt12876132,0,0,32,6.3,"30,886","$57,386,418 "
233,FALSE,/bAup7FGUlmNVOuhZFlLgmDPo0Eg.jpg,"[18, 14]",345938,en,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",76.383,/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,3/3/2017,The Shack,FALSE,7.4,1424,tt2872518,92924405,20000000,40,5.8,"47,254",N/A
234,FALSE,/mPNGcX1j5SFeDETkvcJA9POaNx8.jpg,"[28, 18, 878, 53]",429415,en,Extinction,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",82.87,/qjnNdjrZIdi7d316SjjkgEjJRSg.jpg,7/26/2018,Extinction,FALSE,6,1314,tt3201640,1451864,0,71,6.7,"33,459","$10,055,355 "
235,FALSE,/iLzJg2Awh3OBazimfbPC1ZDqP05.jpg,"[18, 10749]",396557,en,Kids in Love,"Drifting through his gap year with its internships and travel plans, Jack has always suspected there was more to life than this. A chance encounter with the beautiful and ethereal Evelyn swerves his life radically off course.",75.578,/gCUfNDuNVdexKexyr9hmv08gvNM.jpg,8/26/2016,Kids in Love,FALSE,5.6,68,tt3215826,0,0,43,6.6,"86,807","$113,929,605 "
236,FALSE,/tJRbPH8Q0divR3UkdpVxmNcd1YE.jpg,"[12, 16, 35, 10751]",9948,en,The Fox and the Hound 2,"Best friends Tod, a fox kit, and Copper, a hound puppy, visit a country fair when they see a band of dogs called ""The Singin' Strays"". The band has five members: Dixie, Cash, Granny Rose, and twin brothers Waylon and Floyd. It is important that they perform well because a talent scout is visiting.",84.249,/o3b8nenAzu5OJk7sbPJURwmeHSV.jpg,11/9/2006,The Fox and the Hound 2,FALSE,6,444,tt0465997,0,24000000,50,6.3,"115,306","$58,032,443 "
237,FALSE,/bvbyidkMaBls1LTaIWYY6UmYTaL.jpg,"[878, 28]",336843,en,Maze Runner: The Death Cure,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",88.705,/2zYfzA3TBwrMC8tfFbpiTLODde0.jpg,1/10/2018,Maze Runner: The Death Cure,FALSE,7.1,5607,tt4500922,288175335,62000000,83,7.6,"3,304","$1,921,657 "
238,FALSE,/kOrgFcZHbBXqbdZ34DckLT4D7sD.jpg,[18],575813,zh,少年的你,"Nian is trying to get into shape for the state gaokao exam. Her chances of getting a spot at university depend on her score and the constant bullying of her classmates is not helping much.  Bei's world is the street, with all its dark corners. A night-time encounter brings the shy schoolgirl together with the street-savvy trickster, Bei. When Nian's school nemesis turns up dead, the new allies come under suspicion.",79.139,/ev8PDIuKm2j3m3jWxw497zCLjzu.jpg,10/25/2019,Better Days,FALSE,8.2,74,tt9586294,225879065,0,64,7.3,"576,722","$180,202,163 "
239,FALSE,/7AyEEZVtFjNMCOEoz88pBqiAI8n.jpg,"[878, 28, 12]",102899,en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",73.179,/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg,7/14/2015,Ant-Man,FALSE,7.1,15260,tt0478970,519311965,130000000,60,6.1,"2,289",N/A
240,FALSE,/g9FXX01Us3rW8jhOAPWpgO6KnX9.jpg,"[10751, 9648, 35, 14]",550440,en,Timmy Failure: Mistakes Were Made,"An 11-year old boy believes that he is the best detective in town and runs the agency Total Failures with his best friend, an imaginary 1,200 pound polar bear.",67.157,/9Ic99kyJewgPHwl4JftJSwzUmtD.jpg,1/25/2020,Timmy Failure: Mistakes Were Made,FALSE,6.2,114,tt6820324,0,45000000,59,7,"34,459","$1,070,714 "
