date,Prisoners,The Great Gatsby,The Invisible Woman,Cutie and the Boxer,Dirty Wars,The Square,20 Feet from Stardom,Facing Fear,The Great Beauty,The Missing Picture,Jackass Presents: Bad Grandpa,The Lone Ranger,The Book Thief,Her,Saving Mr. Banks,Alone Yet Not Alone,Mandela: Long Walk to Freedom,Feral,The Voorman Problem,All Is Lost,The Hobbit: The Desolation of Smaug,Lone Survivor,Iron Man 3,Star Trek Into Darkness,Before Midnight,Foxcatcher,American Sniper,The Imitation Game,Birdman or (The Unexpected Virtue of Ignorance),The Theory of Everything,The Judge,Boyhood,Whiplash,Still Alice,Gone Girl,Wild,Into the Woods,Big Hero 6,The Boxtrolls,How to Train Your Dragon 2,Song of the Sea,The Grand Budapest Hotel,Mr. Turner,Unbroken,Inherent Vice,Maleficent,Finding Vivian Maier,Last Days in Vietnam
2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,
2014-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,
2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,
2014-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,
2014-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,
2014-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,
2014-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,
2014-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,
2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,
2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,
2014-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,
2014-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,
2014-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,
2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,
2014-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,
2014-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,
2014-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,
2014-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,
2014-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,
2014-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,
2014-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,
2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,
2014-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,0.0,
2014-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,0.0,
2014-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,0.0,
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,25.0,
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,8.0,
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,25.0,
2014-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,
2014-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,
2014-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,
2014-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
2014-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
2014-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2014-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,
2014-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,
2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,
2014-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,
2014-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,
2014-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,
2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,
2014-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,
2014-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,21.0,,
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,31.0,,
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,63.0,,
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,100.0,,
2014-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,80.0,,
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,47.0,,
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,32.0,,
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,30.0,,
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,22.0,,,,,,,,,,,,,,29.0,,
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,11.0,,,,,,,,,,,,,,27.0,,
2014-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,14.0,,,,,,,,,,,,,,41.0,,
2014-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,7.0,,,,,,,,,,,,,,42.0,,
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,21.0,,,,,,,,14.0,,,,,,22.0,,
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,,,,,,,,25.0,,,,,,19.0,,
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,11.0,,,,,,,,20.0,,,,,,17.0,,
2014-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,34.0,,,,,,16.0,,
2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,28.0,,,,,,,,66.0,,,,,,18.0,,
2014-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,14.0,,,,,,,,100.0,,,,,,22.0,,
2014-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,15.0,,,,,,,,90.0,,,,,,22.0,,
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,55.0,,,,,,,,57.0,,,,,,14.0,,
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,11.0,,,,,,,,46.0,,,,,,12.0,,
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,16.0,,,,,,,,45.0,,,,,,11.0,,
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,33.0,,,,,,,,37.0,,,,,,13.0,,
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,42.0,,,,,,14.0,,
2014-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,52.0,,,,,,20.0,,
2014-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,53.0,,,,,,19.0,,
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,32.0,,,,,,13.0,,
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,27.0,,,,,,11.0,,
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,30.0,,,,,,10.0,,
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,28.0,,,,,,9.0,,
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,26.0,,,,,,11.0,,
2014-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,36.0,,,,,,15.0,,
2014-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,34.0,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,27.0,,,,,,,,
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,22.0,,,,,,,,
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,26.0,,,,,,,,
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,20.0,,,,,,,,
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,32.0,,,,,,,,
2014-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,33.0,,,,,,,,
2014-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2014-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,100.0
2014-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,42.0,,,,,,,34.0
2014-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,41.0,,,,,,,17.0
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,34.0,,,,,,,14.0
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,53.0
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,7.0,,66.0,,,,,,,28.0
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6.0,,0.0,,,,,,,14.0
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,,69.0,,,,,,,42.0
2014-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,5.0,,42.0,,,,,,,17.0
2014-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6.0,,42.0,,,,,,,52.0
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6.0,,67.0,,,,,,,14.0
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6.0,,66.0,,,,,,,14.0
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,4.0,,33.0,,,,,,,14.0
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,8.0,,68.0,,,,,,,0.0
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,4.0,,35.0,,,,,,,58.0
2014-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,9.0,,0.0,,,,,,,72.0
2014-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,4.0,,0.0,,,,,,,69.0
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,7.0,,0.0,,,,,,,41.0
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,13.0,,33.0,,,,,,,0.0
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,8.0,,33.0,,,,,,,14.0
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,32.0,,0.0,,,,,,,56.0
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,58.0,,0.0,,,,,,,29.0
2014-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,94.0,,0.0,,,,,,,18.0
2014-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,43.0,,,,,,,71.0
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,0.0,,,,,,,0.0
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,0.0,,,,,,,27.0
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,21.0,,33.0,,,,,,,27.0
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,26.0,,100.0,,,,,,,14.0
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,43.0,,0.0,,,,,,,14.0
2014-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,100.0,,87.0,,,,,,,36.0
2014-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,64.0,,0.0,,,,,,,36.0
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,25.0,,34.0,,,,,,,
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,28.0,,,,,,,,,
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,36.0,,,,22.0,,,,,,,,,
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,36.0,,,,18.0,,,,,,,,,
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,96.0,,42.0,,,,41.0,,,,,,,,,
2014-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,70.0,,67.0,,,,,,,,,,,,,
2014-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,67.0,,66.0,,,,,,,,,,,,,
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,46.0,,42.0,,,,,,,,,,,,,
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,67.0,,28.0,,,,,,,,,,,,,
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,61.0,,22.0,,,,,,,,,,,,,
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,56.0,,22.0,,,,,,,,,,,,,
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,34.0,,27.0,,,,,,,,,,,,,
2014-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,87.0,,44.0,,,,,,,,,,,,,
2014-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,61.0,,39.0,,,,,,,,,,,,,
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,39.0,,21.0,,,,,,,,,,,,,
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,44.0,,16.0,,,,,,,,,,,,,
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,36.0,,16.0,,,,,,,,,,,,,
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,50.0,,14.0,,,,,,,,,,,,,
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,96.0,,20.0,,,5.0,,,,,,,,,,
2014-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,69.0,,26.0,,,8.0,,,,,,,,,,
2014-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,59.0,,27.0,,,9.0,,,,,,,,,,
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,55.0,,14.0,,,7.0,,,,,,,,,,
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,42.0,,10.0,,,5.0,,,,,,,,,,
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,40.0,,8.0,,,7.0,,,,,,,,,,
2014-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,34.0,,10.0,,,6.0,,,,,,,,,,
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,66.0,,12.0,,,7.0,,,,,17.0,,,,,
2014-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,98.0,,27.0,,,11.0,,,,,7.0,,,,,
2014-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,67.0,,,,,10.0,,,,,0.0,,,,,
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,53.0,,,,,11.0,,,,,5.0,,,,,
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,45.0,,,,,14.0,,,,,0.0,,,,,
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,48.0,,,,,15.0,,,,,0.0,,,,,
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,68.0,,,,,20.0,,,,,0.0,,,,,
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,100.0,,,,,52.0,,,,,0.0,,,,,
2014-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,99.0,,,,,100.0,,,,,7.0,,,,,
2014-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,87.0,,,,,7.0,,,,,
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,50.0,,,,,11.0,,,,,
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,5.0,,,,,
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,0.0,,,,,
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,0.0,,,,,
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,27.0,,,,,0.0,,,,,
2014-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,64.0,,,,,0.0,,,,,
2014-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,59.0,,,,,7.0,,,,,
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,25.0,,,,,0.0,,,,,
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,20.0,,,,,6.0,,,,,
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,19.0,,,,,0.0,,,,,
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,15.0,,,,,0.0,,,,,
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,20.0,,,,,6.0,,,,,
2014-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,39.0,,,,,0.0,,,,,
2014-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,39.0,,,,,7.0,,,,,
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,22.0,,,,,0.0,,,,,
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,0.0,,,,,
2014-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,57.0,,,,,,,,,,,,,6.0,,,,,
2014-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,79.0,,,,,,,,,,,,,7.0,,,,,
2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,100.0,,,,,,,,,,,,,6.0,,,,,
2014-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,89.0,,,,,,,,,,,,,20.0,,,,,
2014-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,59.0,,,,,,,,,,,,,100.0,,,,,
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,33.0,,,,,,,,,,,,,,,,,,
2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,26.0,,,,,,,,,,,,,,,,,,
2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,24.0,,,,,,,,,,,,,,,,,,
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,23.0,,,,,,,,,,,,,,,,,,
2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,35.0,,,,73.0,,,,,,,,,,,,,,
2014-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,58.0,,,,54.0,,,,,,,,,,,,,,
2014-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,38.0,,,,43.0,,,,,,,,,,,,,,
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,30.0,,,,40.0,,,,,,,,,,,,,,
2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,24.0,,,,34.0,,,,,,,,,,,,,,
2014-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,22.0,,,,64.0,,,,,,,,,,,,,,
