date,Mustang,Son of Saul,Fifty Shades of Grey,Racing Extinction,Youth,The Hunting Ground,Spectre,Prologue,Sanjay's Super Team,World of Tomorrow,Ave Maria,Day One,Stutterer,Ex Machina,Straight Outta Compton,Manchester by the Sea,Hacksaw Ridge,La La Land,Captain Fantastic,Fences,Moonlight,Hell or High Water,Lion,Nocturnal Animals,Elle,Loving,Jackie,Florence Foster Jenkins,Hidden Figures,Kubo and the Two Strings,Moana,My Life as a Zucchini,The Red Turtle,Zootopia,Arrival,Silence,Allied,Fantastic Beasts and Where to Find Them,Fire at Sea,O.J.: Made in America,13th,Extremis,4.1 Miles,Joe's Violin,The White Helmets,The Salesman,Toni Erdmann,Star Trek Beyond,Suicide Squad
2016-07-19,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,28.0,0.0,16.0,
2016-07-20,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,57.0,0.0,22.0,
2016-07-21,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,57.0,0.0,36.0,
2016-07-22,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,0.0,0.0,73.0,
2016-07-23,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,33.0,0.0,100.0,
2016-07-24,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,66.0,0.0,90.0,
2016-07-25,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,63.0,
2016-07-26,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,0.0,34.0,
2016-07-27,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,0.0,28.0,
2016-07-28,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,25.0,
2016-07-29,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,0.0,27.0,
2016-07-30,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,
2016-07-31,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,39.0,
2016-08-01,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,
2016-08-02,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,14.0,50.0
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.0,58.0
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,94.0
2016-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.0,100.0
2016-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.0,84.0
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,56.0
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,41.0
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,44.0
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,41.0
2016-08-12,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,36.0
2016-08-13,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,48.0
2016-08-14,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,48.0
2016-08-15,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
2016-08-16,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0
2016-08-17,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2016-08-18,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,23.0
2016-08-19,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,23.0
2016-08-20,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,29.0
2016-08-21,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,31.0
2016-08-22,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,19.0
2016-08-23,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,15.0
2016-08-24,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,14.0
2016-08-25,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,14.0
2016-08-26,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,15.0
2016-08-27,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,22.0
2016-08-28,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,24.0
2016-08-29,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,13.0
2016-08-30,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,12.0
2016-08-31,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,10.0
2016-09-01,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,10.0
2016-09-02,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,10.0
2016-09-03,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,15.0
2016-09-04,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,
2016-09-10,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,
2016-09-11,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,23.0,,,,
2016-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,26.0,,,,
2016-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,100.0,,,,
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,
2016-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,
2016-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,22.0,,,,
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,11.0,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,56.0,,,,
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,26.0,,,,
2016-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,26.0,,,,
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,32.0,,,,
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,33.0,,,,
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,
2016-10-07,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,44.0,,0.0,,22.0,,,,
2016-10-08,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,,0.0,,13.0,,,,
2016-10-09,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,0.0,,26.0,,,,
2016-10-10,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,71.0,,0.0,,11.0,,,,
2016-10-11,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,66.0,,0.0,,11.0,,,,
2016-10-12,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,0.0,,,,,,,,,65.0,,0.0,,11.0,,,,
2016-10-13,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,0.0,,,,,,,,,82.0,,0.0,,11.0,,,,
2016-10-14,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,0.0,,,,,,,,,99.0,,0.0,,0.0,,,,
2016-10-15,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,,,,,,,,,100.0,,0.0,,27.0,,,,
2016-10-16,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,0.0,,,,,,,,,79.0,,0.0,,13.0,,,,
2016-10-17,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,0.0,,,,,,,,,66.0,,0.0,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,0.0,,,,,,,,,60.0,,0.0,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,0.0,,,,,,,,,59.0,,0.0,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,0.0,,,,,,,,,46.0,,0.0,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,8.0,,,,57.0,,,,,,,,,,,0.0,,,,,,,,,48.0,,0.0,,,,,,
2016-10-22,,,,,,,,,,,,,,,,,13.0,,,,64.0,,,,,,,,,,,0.0,,,,,,,,,62.0,,0.0,,,,,,
2016-10-23,,,,,,,,,,,,,,,,,13.0,,,,45.0,,,,,,,,,,,0.0,,,,,,,,,49.0,,0.0,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,12.0,,,,34.0,,,,,,,,,,,0.0,,,,,,,,,48.0,,0.0,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,9.0,,,,33.0,,,,,,,,,,,84.0,,,,,,,,,44.0,,0.0,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,15.0,,,,38.0,,,,,,,,,,,0.0,,,,,,,,,36.0,,0.0,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,9.0,,,,40.0,,,,,,,,,,,0.0,,,,,,,,,44.0,,0.0,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,9.0,,,,51.0,,,,,,,,,,,0.0,,,,,,,,,61.0,,0.0,,,,,,
2016-10-29,,,,,,,,,,,,,,,,,20.0,,,,48.0,,,,,,,,,,,0.0,,,,,,,,,86.0,,,,,,,,
2016-10-30,,,,,,,,,,,,,,,,,15.0,,,,49.0,,,,,,,,,,,0.0,,,,,,,,,60.0,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,9.0,,,,37.0,,,,,,,,,,,0.0,,,,,,,,,54.0,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,19.0,,,,43.0,,,,,,,,,,,0.0,,,,,,,,,46.0,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,20.0,,,,35.0,,,,,,,,,,,0.0,,,,,,,,,38.0,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,31.0,,,,41.0,,,,,,,,,,,0.0,,,,,,,,,33.0,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,72.0,,,,55.0,,,5.0,,72.0,,,,,,0.0,,,,,,,,,37.0,,,,,,,,
2016-11-05,,,,,,,,,,,,,,,,,100.0,,,,74.0,,,7.0,,71.0,,,,,,0.0,,,,,,,,,36.0,,,,,,,,
2016-11-06,,,,,,,,,,,,,,,,,66.0,,,,68.0,,,10.0,,55.0,,,,,,0.0,,,,,,,,,33.0,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,35.0,,,,48.0,,,9.0,,42.0,,,,,,0.0,,,,,,,,,34.0,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,,,,44.0,,,8.0,,42.0,,,,,,0.0,,,,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,,,,24.0,,,8.0,,37.0,,,,,,0.0,,,,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,,,,46.0,,,21.0,,50.0,,,,,,0.0,,,24.0,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,,,,,62.0,,,21.0,,50.0,,,,,,0.0,,,72.0,,,,,,,,,,,,,,
2016-11-12,,,,,,,,,,,,,,,,,,,,,73.0,,,21.0,,66.0,,,,,,100.0,,,100.0,,,,,,,,,,,,,,
2016-11-13,,,,,,,,,,,,,,,,,,,,,61.0,,,18.0,,49.0,,,,,,,,,75.0,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,,,,44.0,,,16.0,,50.0,,,,,,,,,38.0,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,,,,39.0,,,27.0,,49.0,,,,,,,,,30.0,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,,,48.0,,,30.0,,64.0,,,,,,,,,25.0,,,22.0,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,,,,56.0,,,36.0,,61.0,,,,,,,,,25.0,,17.0,28.0,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,34.0,,,,,85.0,,,66.0,,63.0,,,,,,,,,35.0,,14.0,64.0,,,,,,,,,,,
2016-11-19,,,,,,,,,,,,,,,,29.0,,,,,100.0,,,83.0,,87.0,,,,,,,,,66.0,,12.0,100.0,,,,,,,,,,,
2016-11-20,,,,,,,,,,,,,,,,17.0,,,,,90.0,,,63.0,,74.0,,,,,,,,,52.0,,9.0,82.0,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,15.0,,,,,45.0,,,47.0,,68.0,,,,,,,,,30.0,,21.0,47.0,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,11.0,,,,,,,,48.0,,62.0,,,,,,,,,25.0,,32.0,41.0,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,15.0,,,,,,,,47.0,,77.0,,,,,69.0,,,,29.0,,54.0,41.0,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,20.0,,,,,,,,62.0,,78.0,,,,,79.0,,,,39.0,,66.0,45.0,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,30.0,,,,,,,,64.0,,89.0,,,,,84.0,,,,51.0,,95.0,46.0,,,,,,,,,,,
2016-11-26,,,,,,,,,,,,,,,,43.0,,,,,,,,100.0,,100.0,,,,,100.0,,,,61.0,,100.0,49.0,,,,,,,,,,,
2016-11-27,,,,,,,,,,,,,,,,30.0,,,,,,,,67.0,,86.0,,,,,92.0,,,,45.0,,72.0,47.0,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,16.0,,,,,,,,46.0,,50.0,,,,,49.0,,,,20.0,,36.0,23.0,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,20.0,,3.0,,,,,,31.0,,48.0,,,,,37.0,,,,17.0,,33.0,14.0,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,31.0,,5.0,,,,,,44.0,,66.0,,,,,34.0,,,,16.0,,33.0,14.0,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,26.0,,6.0,,,,,,54.0,,50.0,,,,,32.0,,,,15.0,,27.0,13.0,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,40.0,,11.0,,,,,,94.0,,58.0,67.0,,,,37.0,,,,24.0,,40.0,12.0,,,,,,,,,,,
2016-12-03,,,,,,,,,,,,,,,,58.0,,7.0,,,,,,99.0,,71.0,77.0,,,,66.0,,,,45.0,,66.0,20.0,,,,,,,,,,,
2016-12-04,,,,,,,,,,,,,,,,43.0,,9.0,,,,,,89.0,,68.0,66.0,,,,63.0,,,,33.0,,45.0,20.0,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,25.0,,7.0,,,,,,,,,51.0,,,,35.0,,,,16.0,,27.0,11.0,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,24.0,,8.0,,,,,,,,,47.0,,,,27.0,,,,14.0,,28.0,7.0,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,26.0,,10.0,,,,,,,,,47.0,,,,28.0,,,,14.0,,28.0,8.0,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,23.0,,14.0,,,,,,,,,40.0,,,,27.0,,,,14.0,,25.0,4.0,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,43.0,,24.0,,,,,,,,,55.0,,,,29.0,,,,20.0,,32.0,12.0,,,,,,,,,,,
2016-12-10,,,,,,,,,,,,,,,,60.0,,27.0,,,,,,,,,56.0,,5.0,,46.0,,,,33.0,,46.0,34.0,,,,,,,,,,,
2016-12-11,,,,,,,,,,,,,,,,57.0,,26.0,,,,,,,,,54.0,,5.0,,47.0,,,,,,37.0,31.0,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,49.0,,40.0,,,,,,,,,52.0,,4.0,,31.0,,,,,,24.0,14.0,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,37.0,,31.0,,,,,,,,,49.0,,6.0,,25.0,,,,,,22.0,9.0,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,33.0,,18.0,,,,,,,,,67.0,,4.0,,25.0,,,,,,24.0,10.0,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,43.0,,22.0,,,,,,,,,65.0,,5.0,,22.0,,,,,,20.0,9.0,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,58.0,,34.0,,5.0,,,,,,,60.0,,5.0,,30.0,,,,,,23.0,16.0,,,,,,,,,,,
2016-12-17,,,,,,,,,,,,,,,,100.0,,49.0,,6.0,,,,,,,66.0,,7.0,,52.0,,,,,,22.0,,,,,,,,,,,,
2016-12-18,,,,,,,,,,,,,,,,87.0,,47.0,,7.0,,,,,,,69.0,,8.0,,49.0,,,,,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,37.0,,11.0,,,,,,,55.0,,5.0,,33.0,,,,,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,32.0,,11.0,,,,,,,96.0,,6.0,,34.0,,,,,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,30.0,,11.0,,,,,,,99.0,,5.0,,34.0,,,,,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,37.0,,11.0,,,,,,,78.0,,6.0,,34.0,,,,,32.0,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,43.0,,15.0,,,,,,,89.0,,8.0,,39.0,,,,,35.0,,,,,,,,,,,,,
2016-12-24,,,,,,,,,,,,,,,,,,43.0,,27.0,,,,,,,78.0,,9.0,,,,,,,35.0,,,,,,,,,,,,,
2016-12-25,,,,,,,,,,,,,,,,,,85.0,,79.0,,,,,,,92.0,,20.0,,,,,,,37.0,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,100.0,,100.0,,,,,,,100.0,,19.0,,,,,,,28.0,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,90.0,,69.0,,,,,,,88.0,,14.0,,,,,,,29.0,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,77.0,,51.0,,,,,,,82.0,,14.0,,,,,,,33.0,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,66.0,,53.0,,,,,,,72.0,,11.0,,,,,,,26.0,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,81.0,,14.0,,,,,,,29.0,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,77.0,,16.0,,,,,,,31.0,,,,,,,,,,,,,
2017-01-01,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,82.0,,19.0,,,,,,,28.0,,,,,,,,,,,,,
2017-01-02,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,77.0,,23.0,,,,,,,36.0,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,16.0,,,,,,,31.0,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,16.0,,,,,,,32.0,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,30.0,,,,,,,33.0,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,55.0,,,,,,,38.0,,,,,,,,,,,,,
2017-01-07,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,100.0,,,,,,,50.0,,,,,,,,,,,,,
2017-01-08,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,80.0,,,,,,,48.0,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,54.0,,,,,,,37.0,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,39.0,,,,,,,35.0,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,
2017-01-14,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,
2017-01-15,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,
2017-01-16,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,
2017-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
2017-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,
