date,Zero Dark Thirty,Amour,Beasts of the Southern Wild,The Impossible,The Sessions,Brave,Frankenweenie,ParaNorman,Wreck-It Ralph,Anna Karenina,Life of Pi,Skyfall,Mirror Mirror,Snow White and the Huntsman,The Gatekeepers,How to Survive a Plague,The Invisible War,Searching for Sugar Man,Inocente,Kings Point,Kon-Tiki,A Royal Affair,Hitchcock,The Hobbit: An Unexpected Journey,Chasing Ice,Ted,Fresh Guacamole,Paperman,Asad,Curfew,Prometheus,Moonrise Kingdom,American Hustle,Nebraska,The Wolf of Wall Street,12 Years a Slave,Dallas Buyers Club,Captain Phillips,Blue Jasmine,Gravity,Philomena,August: Osage County,The Croods,Despicable Me 2,Frozen,The Wind Rises,The Grandmaster,Inside Llewyn Davis
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,15.0,,
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,7.0,,
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,8.0,,
2013-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,9.0,,
2013-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,18.0,,
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,0.0,,
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,22.0,,
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,7.0,,
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,15.0,,
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,0.0,,
2013-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,9.0,,
2013-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,0.0,,
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,7.0,,
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,0.0,,
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,22.0,,
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,90.0,,
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,100.0,,
2013-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,27.0,,
2013-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,27.0,,
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,44.0,,
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,29.0,,
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,
2013-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,
2013-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,
2013-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,
2013-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,
2013-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,
2013-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,43.0,,,,,,,,
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,76.0,,,,,,,,
2013-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,100.0,,,,,,,,
2013-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,100.0,,,,,,,,
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,73.0,,,,,,,,
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,53.0,,,,,,,,
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,50.0,,,,,,,,
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,27.0,,44.0,,,,,,,,
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,48.0,,53.0,,,,,,,,
2013-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,100.0,,63.0,,,,,,,,
2013-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,96.0,,66.0,,,,,,,,5.0
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,60.0,,50.0,,,,,,,,0.0
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,34.0,,34.0,,,,,,,,0.0
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,21.0,,33.0,,,,,,,,19.0
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,23.0,,33.0,,,,,,,,12.0
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,81.0,,34.0,,40.0,,,,,,,,4.0
2013-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,92.0,,61.0,,52.0,,,,,,,,5.0
2013-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,65.0,,58.0,,48.0,,,,,,,,9.0
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,42.0,,27.0,,32.0,,,,,,,,8.0
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,16.0,,32.0,,,,,,,,7.0
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,19.0,,28.0,,,,,,,,0.0
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,17.0,,26.0,,,,,,,,8.0
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,22.0,,31.0,,,,,,,,12.0
2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,43.0,,36.0,,,,,,,,10.0
2013-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,44.0,,34.0,,,,,,,,0.0
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,19.0,,26.0,,,,,,,,11.0
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,12.0,,21.0,,,,,,,,19.0
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,13.0,,24.0,,,,,,,,4.0
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,11.0,,24.0,,,,,,,,12.0
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,19.0,,27.0,12.0,,,,,,,21.0
2013-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,34.0,,30.0,5.0,,,,,,,14.0
2013-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,35.0,,28.0,14.0,,,,,,,5.0
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,12.0,,,14.0,,,,,,,53.0
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,11.0,,,11.0,,,,,,,100.0
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,8.0,,,11.0,,,,,,,34.0
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,8.0,,,11.0,,,,,,,27.0
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,13.0,,,14.0,,,,,,,16.0
2013-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,22.0,,,11.0,,,,,,,9.0
2013-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,27.0,,,14.0,,,,,,,28.0
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,10.0,,,,,,,34.0
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,5.0,,,,,,,26.0
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,8.0,,,,,,,26.0
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,13.0,,,,,,,
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,21.0,,,,,,,
2013-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,14.0,,,,,,,
2013-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,100.0,,,,19.0,,,,,,,
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,43.0,,,,12.0,,,,,,,
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,19.0,,,,,,,
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,25.0,,,,22.0,,,
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,40.0,,,,26.0,,,
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,58.0,,,,28.0,,,
2013-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,61.0,,,,34.0,,,
2013-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,34.0,,,,40.0,,,
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,30.0,,,,34.0,,,
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,39.0,,,,39.0,,,
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,69.0,,,,71.0,,,
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,69.0,,,,90.0,,,
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,98.0,,,,80.0,,,
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,100.0,,,,100.0,,,
2013-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,88.0,,,,80.0,,,
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,51.0,,,
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,40.0,,,
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,40.0,,,
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,40.0,,,
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,46.0,,,
2013-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,76.0,,,
2013-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,78.0,,,
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,53.0,,,
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,47.0,,,
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,47.0,,,
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,19.0,,,,,,,,47.0,,,
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,28.0,,,,,,,,45.0,,,
2013-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,35.0,,,,,,,,71.0,,,
2013-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,41.0,,,,,,,,75.0,,,
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,22.0,,,,,,,,50.0,,,
2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,18.0,,,,,,,,42.0,,,
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,45.0,,,
2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,42.0,,,
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,49.0,,,
2013-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,
2013-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,
2013-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,
2013-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,62.0,,,,,,,,,,,,,
2013-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,100.0,,,,,,,49.0,,,,,,
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,80.0,,,,,,,55.0,,,,,,
2013-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,79.0,,,,,,,60.0,,,,,,
2013-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,72.0,,,,,,,53.0,,,,,,
2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,59.0,,,,,,,46.0,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,53.0,,,,,,,27.0,,,,,,
2014-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,51.0,,,,,,,50.0,,,,,,
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,51.0,,,,,,,25.0,,,,,,
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,49.0,,,,,,,41.0,,,,,,
2014-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,64.0,,,,,,,47.0,,,,,,
2014-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,54.0,,,,,,,46.0,,,,,,
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,45.0,,,,,,,28.0,,,,,,
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,29.0,,,,,,,26.0,,,,,,
2014-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,32.0,,,,,,,44.0,,,,,,
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,43.0,,,,,,,61.0,,,,,,
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,40.0,,,,,,,89.0,,,,,,
2014-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,56.0,,,,,,,100.0,,,,,,
2014-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,51.0,,,,,,,90.0,,,,,,
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,62.0,,,,,,
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,30.0,,,,,,
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,31.0,,,,,,
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,33.0,,,,,,
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,54.0,,,,,,
2014-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,80.0,,,,,,
2014-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,83.0,,,,,,
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,56.0,,,,,,
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,36.0,,,,,,
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,28.0,,,,,,
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,21.0,,,,,,
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,21.0,,,,,,
2014-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,52.0,,,,,,
2014-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,
