date,Passengers,Trolls,Jim: The James Foley Story,Pearl,Piper,Silent Nights,Sing,Timecode,Deepwater Horizon,Sully,Rogue One: A Star Wars Story,13 Hours: The Secret Soldiers of Benghazi,Doctor Strange,The Jungle Book,20th Century Women,Call Me by Your Name,Phantom Thread,Get Out,Darkest Hour,The Florida Project,The Shape of Water,All the Money in the World,Lady Bird,The Post,Mudbound,The Boss Baby,The Breadwinner,Coco,Ferdinand,Loving Vincent,Blade Runner 2049,Dunkirk,Beauty and the Beast,Victoria & Abdul,Abacus: Small Enough to Jail,Faces Places,Icarus,Strong Island,Edith+Eddie,Heroin(e),Knife Skills,Traffic Stop,Baby Driver,A Fantastic Woman,The Insult,Loveless,On Body and Soul
2016-11-05,,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-06,,90.0,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-07,,42.0,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-08,,40.0,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-09,,21.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-10,,30.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-11,,53.0,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,,75.0,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-13,,68.0,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-19,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-20,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-23,,,,,,,12.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-24,,,,,,,17.0,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-25,,,,,,,15.0,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-26,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-27,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-28,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-29,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-03,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-04,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-05,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-06,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-07,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-08,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-09,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-10,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-11,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-12,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-13,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-14,,,,,,,19.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15,,,,,,,19.0,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-16,,,,,,,22.0,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-17,,,,,,,26.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-18,,,,,,,36.0,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-19,,,,,,,30.0,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-20,,,,,,,37.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-21,49.0,,,,,,53.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-22,53.0,,,,,,93.0,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-23,65.0,,,,,,100.0,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-24,52.0,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-25,77.0,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-26,100.0,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-27,76.0,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-28,65.0,,,,,,,,,,31.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-29,57.0,,,,,,,,,,54.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-30,61.0,,,,,,,,,,41.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,60.0,,,,,,,,,,48.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,69.0,,,,,,,,,,46.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-02,64.0,,,,,,,,,,31.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-03,35.0,,,,,,,,,,25.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-04,25.0,,,,,,,,,,4.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-05,21.0,,,,,,,,,,4.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-06,32.0,,,,,,,,,,17.0,,,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-07,60.0,,,,,,,,,,14.0,,,,20.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-08,45.0,,,,,,,,,,19.0,,,,15.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-09,19.0,,,,,,,,,,8.0,,,,37.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-10,17.0,,,,,,,,,,16.0,,,,11.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-11,15.0,,,,,,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-12,14.0,,,,,,,,,,12.0,,,,11.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-13,22.0,,,,,,,,,,20.0,,,,18.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-14,40.0,,,,,,,,,,10.0,,,,17.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-15,31.0,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-16,23.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-17,13.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-18,10.0,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-19,10.0,,,,,,,,,,,,,,31.0,,,,,,,,,80.0,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-20,11.0,,,,,,,,,,,,,,58.0,,,,,,,,,93.0,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-21,22.0,,,,,,,,,,,,,,100.0,,,,,,,,,83.0,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-22,,,,,,,,,,,,,,,80.0,,,,,,,,,77.0,,,,,,,,,,,0.0,,,,,,,,,,,,
2017-01-23,,,,,,,,,,,,,,,39.0,,,,,,,,,89.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,
2017-01-24,,,,,,,,,,,,,,,35.0,,,,,,,,,76.0,,,,,,,,,,,0.0,,,32.0,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,,32.0,,,,,,,,,100.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,
2017-01-26,,,,,,,,,,,,,,,28.0,,,,,,,,,77.0,,,,,,,,,,,0.0,,,32.0,,,,,,,,,
2017-01-27,,,,,,,,,,,,,,,32.0,,,,,,,,,76.0,,,,,,,,,,,0.0,,,67.0,,,,,,,,,
2017-01-28,,,,,,,,,,,,,,,54.0,,,,,,,,,85.0,,,,,,,,,,,0.0,,,39.0,,,,,,,,,
2017-01-29,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,0.0,,,31.0,,,,,,,,,
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,0.0,,,65.0,,,,,,,,,
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,0.0,,,33.0,,,,,,,,,
2017-02-04,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,
2017-02-05,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,100.0,,,0.0,,,,,,,,,
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,0.0,,,63.0,,,,,,,,,
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,31.0,,,,,,,,,
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,32.0,,,,,,,,,
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,0.0,,,,,,,,,
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,100.0,,,,,,,,,
2017-02-11,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,40.0,,,,,,,,,
2017-02-12,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,77.0,,,,,,,,,
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,31.0,,,,,,,,,
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,32.0,,,,,,,,,
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,33.0,,,,,,,,,
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,32.0,,,,,,,,,
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,0.0,,,,,,,,,
2017-02-18,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,39.0,,,,,,,,,
2017-02-19,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,0.0,,,,,,,,,
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2017-02-24,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-25,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-26,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-27,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-02,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,100.0
2017-03-03,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,53.0
2017-03-04,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,0.0
2017-03-05,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,0.0
2017-03-06,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,50.0
2017-03-07,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,49.0
2017-03-08,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,0.0
2017-03-09,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,0.0
2017-03-10,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,0.0
2017-03-11,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,0.0
2017-03-12,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,0.0
2017-03-13,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,0.0
2017-03-14,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,0.0
2017-03-15,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,0.0
2017-03-16,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,35.0,,,,,,68.0,,,,,,,,0.0
2017-03-17,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,73.0,,,,,,69.0,,,,,,,,0.0
2017-03-18,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,100.0,,,,,,69.0,,,,,,,,64.0
2017-03-19,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,98.0,,,,,,67.0,,,,,,,,0.0
2017-03-20,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,56.0,,,,,,54.0,,,,,,,,0.0
2017-03-21,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,39.0,,,,,,53.0,,,,,,,,0.0
2017-03-22,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,35.0,,,,,,54.0,,,,,,,,0.0
2017-03-23,,,,,,,,,,,,,,,,,,26.0,,,,,,,,4.0,,,,,,,29.0,,,,,,55.0,,,,,,,,0.0
2017-03-24,,,,,,,,,,,,,,,,,,29.0,,,,,,,,4.0,,,,,,,34.0,,,,,,59.0,,,,,,,,0.0
2017-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,54.0,,,,,,62.0,,,,,,,,0.0
2017-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,55.0,,,,,,72.0,,,,,,,,0.0
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,29.0,,,,,,56.0,,,,,,,,0.0
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,21.0,,,,,,81.0,,,,,,,,0.0
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,20.0,,,,,,58.0,,,,,,,,0.0
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,18.0,,,,,,61.0,,,,,,,,0.0
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,22.0,,,,,,56.0,,,,,,,,0.0
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,33.0,,,,,,68.0,,,,,,,,0.0
2017-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,30.0,,,,,,70.0,,,,,,,,0.0
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,16.0,,,,,,,,,,,,,,
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,12.0,,,,,,,,,,,,,,
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,11.0,,,,,,,,,,,,,,
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,11.0,,,,,,,,,,,0.0,,,
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,12.0,,,,,,,,,,,0.0,,,
2017-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,18.0,,,,,,,,,,,0.0,,,
2017-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,18.0,,,,,,,,,,,0.0,,,
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,10.0,,,,,,,,,,,0.0,,,
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,0.0,,,
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,10.0,,,,,,,,,,,0.0,,,
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,9.0,,,,,,,,,,,0.0,,,
2017-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,13.0,,,,,,,,,,,0.0,,,
2017-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,16.0,,,,,,,,,,,0.0,,,
2017-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,14.0,,,,,,,,,,,0.0,,,
2017-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,100.0,,,
2017-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,
2017-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,
2017-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,19.0,
2017-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,37.0,
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,41.0,
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,50.0,
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,36.0,
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,78.0,
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,44.0,
2017-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,82.0,
2017-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,97.0,
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,47.0,
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,56.0,
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,20.0,
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,37.0,
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,54.0,
2017-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,95.0,
2017-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,100.0,
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,67.0,
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,79.0,
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,45.0,
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,32.0,,,,,,,,,71.0,
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,64.0,,,,,,,,,46.0,
2017-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,83.0,,,,,,,,,67.0,
2017-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,80.0,,,,,,,,,51.0,
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,66.0,,,,,,,,,58.0,
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,82.0,,,,,,,,,38.0,
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,76.0,,,,,,58.0,,,28.0,
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,29.0,77.0,,,,,,62.0,,,72.0,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,29.0,63.0,,,,,,76.0,,,56.0,
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,33.0,95.0,,,,,,96.0,,,31.0,
2017-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,0.0,57.0,,,,,,100.0,,,,
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,80.0,,,,,,77.0,,,,
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,100.0,,,,,,,74.0,,,,
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,0.0,,,,,,,44.0,,,,
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,45.0,,,,
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,29.0,,,,,,,54.0,,,,
2017-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,32.0,,,,,,,72.0,,,,
2017-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,68.0,,,,
