date,The Salt of the Earth,Virunga,Timbuktu,Wild Tales,Guardians of the Galaxy,Interstellar,The Lego Movie,Selma,Beyond the Lights,The Bigger Picture,The Dam Keeper,Feast,A Single Life,The Hobbit: The Battle of the Five Armies,Captain America: The Winter Soldier,Dawn of the Planet of the Apes,X-Men: Days of Future Past,Nightcrawler,Trumbo,The Martian,The Revenant,Steve Jobs,The Danish Girl,The Big Short,Spotlight,Bridge of Spies,Creed,Carol,Room,Joy,45 Years,Brooklyn,The Hateful Eight,Anomalisa,Inside Out,Shaun the Sheep Movie,Mad Max: Fury Road,Sicario,Cinderella,Amy,Cartel Land,Body Team 12,Last Day of Freedom,Star Wars: The Force Awakens,Embrace of the Serpent
2015-10-09,,,,,,,,,,,,,,,,,,,,38.0,,64.0,,,,,,,,,,,,,,,,49.0,,,,,,,
2015-10-10,,,,,,,,,,,,,,,,,,,,58.0,,76.0,,,,,,,,,,,,,,,,80.0,,,,,,,
2015-10-11,,,,,,,,,,,,,,,,,,,,60.0,,52.0,,,,,,,,,,,,,,,,77.0,,,,,,,
2015-10-12,,,,,,,,,,,,,,,,,,,,33.0,,66.0,,,,,,,,,,,,,,,,38.0,,,,,,,
2015-10-13,,,,,,,,,,,,,,,,,,,,19.0,,39.0,,,,,,,,,,,,,,,,26.0,,,,,,,
2015-10-14,,,,,,,,,,,,,,,,,,,,19.0,,43.0,,,,,,,,,,,,,,,,29.0,,,,,,,
2015-10-15,,,,,,,,,,,,,,,,,,,,18.0,,45.0,,,,23.0,,,,,,,,,,,,21.0,,,,,,,
2015-10-16,,,,,,,,,,,,,,,,,,,,26.0,,44.0,,,,59.0,,,88.0,,,,,,,,,38.0,,,,,,,
2015-10-17,,,,,,,,,,,,,,,,,,,,39.0,,61.0,,,,100.0,,,96.0,,,,,,,,,52.0,,,,,,,
2015-10-18,,,,,,,,,,,,,,,,,,,,36.0,,57.0,,,,70.0,,,100.0,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,,,,,,,,,,,,,,18.0,,40.0,,,,29.0,,,89.0,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,,,,,,,,,,,,,,12.0,,46.0,,,,30.0,,,96.0,,,81.0,,,,,,,,,,,,,
2015-10-21,,,,,,,,,,,,,,,,,,,,11.0,,36.0,,,,25.0,,,92.0,,,82.0,,,,,,,,,,,,,
2015-10-22,,,,,,,,,,,,,,,,,,,,14.0,,52.0,,,,25.0,,,83.0,,,80.0,,,,,,,,,,,,,
2015-10-23,,,,,,,,,,,,,,,,,,,,18.0,,77.0,,,,45.0,,,81.0,,,78.0,,,,,,,,,,,,,
2015-10-24,,,,,,,,,,,,,,,,,,,,31.0,,100.0,,,,71.0,,,90.0,,,93.0,,,,,,,,,,,,,
2015-10-25,,,,,,,,,,,,,,,,,,,,29.0,,83.0,,,,52.0,,,93.0,,,89.0,,,,,,,,,,,,,
2015-10-26,,,,,,,,,,,,,,,,,,,,14.0,,46.0,,,,21.0,,,91.0,,,83.0,,,,,,,,,,,,,
2015-10-27,,,,,,,,,,,,,,,,,,,2.0,10.0,,36.0,,,,24.0,,,82.0,,,81.0,,,,,,,,,,,,,
2015-10-28,,,,,,,,,,,,,,,,,,,2.0,10.0,,33.0,,,,19.0,,,86.0,,,80.0,,,,,,,,,,,,,
2015-10-29,,,,,,,,,,,,,,,,,,,7.0,9.0,,25.0,,,,18.0,,,83.0,,,83.0,,,,,,,,,,,,,
2015-10-30,,,,,,,,,,,,,,,,,,,4.0,12.0,,39.0,,,,33.0,,,88.0,,,81.0,,,,,,,,,,,,,
2015-10-31,,,,,,,,,,,,,,,,,,,9.0,,,48.0,,,,57.0,,,83.0,,,86.0,,,,,,,,,,,,,
2015-11-01,,,,,,,,,,,,,,,,,,,8.0,,,44.0,,,,47.0,,,97.0,,,85.0,,,,,,,,,,,,,
2015-11-02,,,,,,,,,,,,,,,,,,,7.0,,,28.0,,,,21.0,,,87.0,,,91.0,,,,,,,,,,,,,
2015-11-03,,,,,,,,,,,,,,,,,,,11.0,,,20.0,,,,20.0,,,85.0,,,84.0,,,,,,,,,,,,,
2015-11-04,,,,,,,,,,,,,,,,,,,13.0,,,25.0,,,,21.0,,,88.0,,,81.0,,,,,,,,,,,,,
2015-11-05,,,,,,,,,,,,,,,,,,,9.0,,,22.0,,,,18.0,,,83.0,,,90.0,,,,,,,,,,,,,
2015-11-06,,,,,,,,,,,,,,,,,,,24.0,,,26.0,,,36.0,33.0,,,89.0,,,91.0,,,,,,,,,,,,,
2015-11-07,,,,,,,,,,,,,,,,,,,22.0,,,20.0,,,48.0,48.0,,,99.0,,,100.0,,,,,,,,,,,,,
2015-11-08,,,,,,,,,,,,,,,,,,,14.0,,,24.0,,,35.0,40.0,,,98.0,,,82.0,,,,,,,,,,,,,
2015-11-09,,,,,,,,,,,,,,,,,,,23.0,,,23.0,,,20.0,17.0,,,85.0,,,85.0,,,,,,,,,,,,,
2015-11-10,,,,,,,,,,,,,,,,,,,23.0,,,,,,28.0,16.0,,,86.0,,,88.0,,,,,,,,,,,,,
2015-11-11,,,,,,,,,,,,,,,,,,,21.0,,,,,,38.0,25.0,,,87.0,,,86.0,,,,,,,,,,,,,
2015-11-12,,,,,,,,,,,,,,,,,,,19.0,,,,,,29.0,14.0,,,82.0,,,82.0,,,,,,,,,,,,,
2015-11-13,,,,,,,,,,,,,,,,,,,13.0,,,,,,42.0,23.0,,,91.0,,,85.0,,,,,,,,,,,,,
2015-11-14,,,,,,,,,,,,,,,,,,,23.0,,,,,,42.0,48.0,,,87.0,,,93.0,,,,,,,,,,,,,
2015-11-15,,,,,,,,,,,,,,,,,,,53.0,,,,,,44.0,32.0,,,93.0,,,89.0,,,,,,,,,,,,,
2015-11-16,,,,,,,,,,,,,,,,,,,43.0,,,,,,29.0,,,,84.0,,,82.0,,,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,,,,,,,,19.0,,,,,,33.0,,,,,,,81.0,,,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,,,,,,,,24.0,,,,,,30.0,,,,,,,78.0,,,,,,,,,,,,,
2015-11-19,,,,,,,,,,,,,,,,,,,22.0,,,,,,35.0,,,,,,,81.0,,,,,,,,,,,,,
2015-11-20,,,,,,,,,,,,,,,,,,,25.0,,,,,,48.0,,,57.0,,,,87.0,,,,,,,,,,,,,
2015-11-21,,,,,,,,,,,,,,,,,,,44.0,,,,,,67.0,,,51.0,,,,,,,,,,,,,,,,,
2015-11-22,,,,,,,,,,,,,,,,,,,34.0,,,,,,53.0,,,51.0,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,,,,,,,,,,,,44.0,,,,,,35.0,,,60.0,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,,,,,,,,,,,,53.0,,,,,,45.0,,,47.0,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,,,,,,,,64.0,,,,,,44.0,,61.0,46.0,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,,,,,,,,,,,,100.0,,,,,,54.0,,80.0,43.0,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,,,,,,,,,,,,99.0,,,,,,85.0,,91.0,46.0,,,,,,,,,,,,,,,,,
2015-11-28,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,100.0,50.0,,,,,,,,,,,,,,,,,
2015-11-29,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,78.0,57.0,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,45.0,55.0,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,32.0,62.0,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,30.0,60.0,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,32.0,60.0,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,36.0,63.0,,,,,,,,,,,,,,,,,
2015-12-05,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,53.0,60.0,,,,,,,,,,,,,,,,,
2015-12-06,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,52.0,70.0,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,68.0,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,73.0,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,72.0,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,100.0,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,30.0,81.0,,,,,,,,,,,,,,,,,
2015-12-12,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,43.0,80.0,,,,,,,,,,,,,,,,,
2015-12-13,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,42.0,79.0,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,24.0,67.0,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,20.0,73.0,,,,,,,,,,,,,,,,26.0,
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,23.0,70.0,,,,,,,,,,,,,,,,34.0,
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,20.0,81.0,,,,,,,,,,,,,,,,45.0,
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,23.0,88.0,,,,,,,,,,,,,,,,100.0,
2015-12-19,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,30.0,94.0,,,,,,,,,,,,,,,,93.0,
2015-12-20,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,37.0,88.0,,,,,,,,,,,,,,,,82.0,
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,26.0,,,,,,,,,,,,,,,,,56.0,
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,25.0,,,,,,,,,,,,,,,,,41.0,
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,31.0,,,,,,,,,,,,,,,,,40.0,
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,27.0,,,51.0,,,,,,,,,,,,,,34.0,
2015-12-25,,,,,,,,,,,,,,,,,,,,,43.0,,,83.0,,,39.0,,,90.0,,,69.0,,,,,,,,,,,37.0,
2015-12-26,,,,,,,,,,,,,,,,,,,,,43.0,,,100.0,,,,,,100.0,,,62.0,,,,,,,,,,,42.0,
2015-12-27,,,,,,,,,,,,,,,,,,,,,40.0,,,79.0,,,,,,82.0,,,56.0,,,,,,,,,,,40.0,
2015-12-28,,,,,,,,,,,,,,,,,,,,,28.0,,,59.0,,,,,,58.0,,,43.0,,,,,,,,,,,31.0,
2015-12-29,,,,,,,,,,,,,,,,,,,,,22.0,,,54.0,,,,,,57.0,,,45.0,,,,,,,,,,,28.0,
2015-12-30,,,,,,,,,,,,,,,,,,,,,24.0,,,57.0,,,,,,54.0,,,64.0,67.0,,,,,,,,,,24.0,
2015-12-31,,,,,,,,,,,,,,,,,,,,,20.0,,,58.0,,,,,,52.0,,,71.0,99.0,,,,,,,,,,21.0,
2016-01-01,,,,,,,,,,,,,,,,,,,,,26.0,,,91.0,,,,,,68.0,,,98.0,100.0,,,,,,,,,,25.0,
2016-01-02,,,,,,,,,,,,,,,,,,,,,35.0,,,91.0,,,,,,68.0,,,100.0,97.0,,,,,,,,,,27.0,
2016-01-03,,,,,,,,,,,,,,,,,,,,,33.0,,,73.0,,,,,,54.0,,,68.0,64.0,,,,,,,,,,23.0,
2016-01-04,,,,,,,,,,,,,,,,,,,,,25.0,,,41.0,,,,,,32.0,,,37.0,55.0,,,,,,,,,,16.0,
2016-01-05,,,,,,,,,,,,,,,,,,,,,20.0,,,32.0,,,,,,33.0,,,33.0,53.0,,,,,,,,,,12.0,
2016-01-06,,,,,,,,,,,,,,,,,,,,,21.0,,,32.0,,,,,,29.0,,,28.0,37.0,,,,,,,,,,11.0,
2016-01-07,,,,,,,,,,,,,,,,,,,,,36.0,,,26.0,,,,,,30.0,,,27.0,51.0,,,,,,,,,,11.0,
2016-01-08,,,,,,,,,,,,,,,,,,,,,65.0,,,36.0,,,,,,33.0,,,41.0,53.0,,,,,,,,,,11.0,
2016-01-09,,,,,,,,,,,,,,,,,,,,,100.0,,,64.0,,,,,,42.0,,,59.0,68.0,,,,,,,,,,14.0,
2016-01-10,,,,,,,,,,,,,,,,,,,,,93.0,,,48.0,,,,,,34.0,,,42.0,60.0,,,,,,,,,,13.0,
2016-01-11,,,,,,,,,,,,,,,,,,,,,94.0,,,33.0,,,,,,38.0,,,26.0,50.0,,,,,,,,,,9.0,
2016-01-12,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,27.0,,,19.0,39.0,,,,,,,,,,6.0,
2016-01-13,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,24.0,,,18.0,40.0,,,,,,,,,,5.0,
2016-01-14,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,24.0,,,22.0,53.0,,,,,,,,,,5.0,
2016-01-15,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,27.0,,,26.0,67.0,,,,,,,,,,4.0,
2016-01-16,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,34.0,,,35.0,84.0,,,,,,,,,,,
2016-01-17,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,37.0,,,35.0,65.0,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,30.0,,,22.0,24.0,,,,,,,,,,,
2016-01-19,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,21.0,,,15.0,40.0,,,,,,,,,,,
2016-01-20,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,21.0,,,13.0,32.0,,,,,,,,,,,
2016-01-21,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,18.0,,,10.0,29.0,,,,,,,,,,,
2016-01-22,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,22.0,,,11.0,51.0,,,,,,,,,,,
2016-01-23,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,27.0,,,22.0,62.0,,,,,,,,,,,
2016-01-24,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,26.0,,,16.0,68.0,,,,,,,,,,,
2016-01-25,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,6.0,17.0,,,,,,,,,,,
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,
2016-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,
