date,Star Wars: The Last Jedi,Marshall,The Greatest Showman,Dear Basketball,Garden Party,Lou,Negative Space,Revolting Rhymes,DeKalb Elementary,My Nephew Emmett,The Silent Child,Guardians of the Galaxy Vol. 2,Kong: Skull Island,War for the Planet of the Apes,The Disaster Artist,Logan,The Big Sick,Vice,A Star Is Born,At Eternity's Gate,Bohemian Rhapsody,Green Book,BlacKkKlansman,Can You Ever Forgive Me?,Roma,The Wife,The Favourite,If Beale Street Could Talk,Incredibles 2,Isle of Dogs,Mirai,Ralph Breaks the Internet,Spider-Man: Into the Spider-Verse,Never Look Away,The Ballad of Buster Scruggs,Black Panther,Mary Poppins Returns,Mary Queen of Scots,Free Solo,Minding the Gap,Of Fathers and Sons,RBG,Black Sheep,End Game,Lifeboat,Capernaum,Shoplifters,First Man
2018-10-08,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,32.0,,,,,46.0,,,,,,,16.0,,
2018-10-09,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,0.0,,,,,28.0,,,,,,,32.0,,
2018-10-10,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,0.0,,,,,34.0,,,,,,,32.0,,
2018-10-11,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,0.0,,,,,38.0,,,,,,,50.0,,37.0
2018-10-12,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,0.0,,,,,67.0,,,,,,,17.0,,73.0
2018-10-13,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,0.0,,,,,83.0,,,,,,,0.0,,100.0
2018-10-14,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,0.0,,,,,53.0,,,,,,,58.0,,80.0
2018-10-15,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,0.0,,,,,49.0,,,,,,,32.0,,41.0
2018-10-16,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,0.0,,,,,38.0,,,,,,,0.0,,36.0
2018-10-17,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,0.0,,,,,37.0,,,,,,,32.0,,29.0
2018-10-18,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,0.0,,,,,38.0,,,,,,,100.0,,31.0
2018-10-19,,,,,,,,,,,,,,,,,,,33.0,,,,,3.0,,,,,,,,,,0.0,,,,,54.0,,,,,,,17.0,,43.0
2018-10-20,,,,,,,,,,,,,,,,,,,49.0,,,,,7.0,,,,,,,,,,78.0,,,,,82.0,,,,,,,0.0,,62.0
2018-10-21,,,,,,,,,,,,,,,,,,,48.0,,,,,5.0,,,,,,,,,,39.0,,,,,61.0,,,,,,,0.0,,50.0
2018-10-22,,,,,,,,,,,,,,,,,,,27.0,,,,,3.0,,,,,,,,,,0.0,,,,,36.0,,,,,,,32.0,,25.0
2018-10-23,,,,,,,,,,,,,,,,,,,21.0,,,,,3.0,,,,,,,,,,0.0,,,,,33.0,,,,,,,16.0,,26.0
2018-10-24,,,,,,,,,,,,,,,,,,,19.0,,12.0,,,4.0,,,,,,,,,,0.0,,,,,41.0,,,,,,,31.0,,25.0
2018-10-25,,,,,,,,,,,,,,,,,,,17.0,,12.0,,,6.0,,,,,,,,,,0.0,,,,,55.0,,,,,,,16.0,,22.0
2018-10-26,,,,,,,,,,,,,,,,,,,25.0,,16.0,,,14.0,,,,,,,,,,0.0,,,,,77.0,,,,,,,34.0,,31.0
2018-10-27,,,,,,,,,,,,,,,,,,,41.0,,17.0,,,21.0,,,,,,,,,,39.0,,,,,100.0,,,,,,,39.0,,52.0
2018-10-28,,,,,,,,,,,,,,,,,,,36.0,,19.0,,,9.0,,,,,,,,,,0.0,,,,,67.0,,,,,,,58.0,,37.0
2018-10-29,,,,,,,,,,,,,,,,,,,20.0,,18.0,,,6.0,,,,,,,,,,32.0,,,,,,,,,,,,0.0,,18.0
2018-10-30,,,,,,,,,,,,,,,,,,,15.0,,22.0,,,7.0,,,,,,,,,,66.0,,,,,,,,,,,,32.0,,20.0
2018-10-31,,,,,,,,,,,,,,,,,,,12.0,,21.0,,,6.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,13.0
2018-11-01,,,,,,,,,,,,,,,,,,,14.0,,37.0,,,24.0,,,,,,,,,,0.0,,,,,,,,,,,,34.0,,15.0
2018-11-02,,,,,,,,,,,,,,,,,,,24.0,,72.0,,,33.0,,,,,,,,,,100.0,,,,,,,,,,,,33.0,,21.0
2018-11-03,,,,,,,,,,,,,,,,,,,39.0,,100.0,,,81.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,31.0
2018-11-04,,,,,,,,,,,,,,,,,,,,,95.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,37.0,,22.0
2018-11-05,,,,,,,,,,,,,,,,,,,,,57.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,45.0,,15.0
2018-11-06,,,,,,,,,,,,,,,,,,,,,42.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,0.0,,13.0
2018-11-07,,,,,,,,,,,,,,,,,,,,,35.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,11.0
2018-11-08,,,,,,,,,,,,,,,,,,,,,32.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,10.0
2018-11-09,,,,,,,,,,,,,,,,,,,,,38.0,,,65.0,,,,,,,,,,,8.0,,,,,,,,,,,,,13.0
2018-11-10,,,,,,,,,,,,,,,,,,,,,64.0,,,100.0,,,,,,,,,,,10.0,,,,,,,,,,,,,15.0
2018-11-11,,,,,,,,,,,,,,,,,,,,,64.0,,,70.0,,,,,,,,,,,5.0,,,,,,,,,,,,,17.0
2018-11-12,,,,,,,,,,,,,,,,,,,,,39.0,,,30.0,,,,,,,,,,,9.0,,,,,,,,,,,,,
2018-11-13,,,,,,,,,,,,,,,,,,,,,28.0,,,29.0,,,,,,,,,,,4.0,,,,,,,,,,,,,
2018-11-14,,,,,,,,,,,,,,,,,,,,,24.0,,,30.0,,,,,,,,,,,4.0,,,,,,,,,,,,,
2018-11-15,,,,,,,,,,,,,,,,,,,,29.0,22.0,,,27.0,,,,,,,,,,,4.0,,,,,,,,,,,,,
2018-11-16,,,,,,,,,,,,,,,,,,,,30.0,30.0,21.0,,51.0,,,,,,,,,,,29.0,,,,,,0.0,,,,,,,
2018-11-17,,,,,,,,,,,,,,,,,,,,0.0,49.0,32.0,,83.0,,,,,,,,,,,88.0,,,,,,0.0,,,,,,,
2018-11-18,,,,,,,,,,,,,,,,,,,,0.0,48.0,31.0,,69.0,,,,,,,,,,,100.0,,,,,,0.0,,,,,,,
2018-11-19,,,,,,,,,,,,,,,,,,,,0.0,27.0,24.0,,33.0,,,,,,,,,,,64.0,,,,,,0.0,,,,,,,
2018-11-20,,,,,,,,,,,,,,,,,,,,31.0,26.0,39.0,,,,,,,,,,48.0,,,45.0,,,,,,42.0,,,,,,,
2018-11-21,,,,,,,,,,,,,,,,,,,,0.0,30.0,59.0,,,,,,,,,,84.0,,,38.0,,,,,,0.0,,,,,,,
2018-11-22,,,,,,,,,,,,,,,,,,,,71.0,35.0,71.0,,,,,,,,,,73.0,,,47.0,,,,,,0.0,,,,,,,
2018-11-23,,,,,,,,,,,,,,,,,,,,100.0,40.0,79.0,,,,,35.0,,,,,90.0,,,50.0,,,,,,0.0,,,,,,,
2018-11-24,,,,,,,,,,,,,,,,,,,,34.0,48.0,100.0,,,,,41.0,,,,,100.0,,,44.0,,,,,,46.0,,,,,,,
2018-11-25,,,,,,,,,,,,,,,,,,,,0.0,,69.0,,,,,37.0,,,,,81.0,,,46.0,,,,,,0.0,,,,,,,
2018-11-26,,,,,,,,,,,,,,,,,,,,0.0,,43.0,,,,,21.0,,,,,33.0,,,31.0,,,,,,0.0,,,,,,,
2018-11-27,,,,,,,,,,,,,,,,,,,,0.0,,37.0,,,,,24.0,,,,,27.0,,,29.0,,,,,,40.0,,,,,,,
2018-11-28,,,,,,,,,,,,,,,,,,,,0.0,,33.0,,,,,26.0,,,,,23.0,,,22.0,,,,,,0.0,,,,,,,
2018-11-29,,,,,,,,,,,,,,,,,,,,0.0,,36.0,,,,,33.0,,,,,17.0,,,19.0,,,,,,0.0,,,,,,,
2018-11-30,,,,,,,,,,,,,,,,,,,,58.0,,38.0,,,,,36.0,,,,,28.0,,,20.0,,,,,,0.0,,,,,,,
2018-12-01,,,,,,,,,,,,,,,,,,,,0.0,,72.0,,,,,63.0,,,,,52.0,,,28.0,,,,,,0.0,,,,,,,
2018-12-02,,,,,,,,,,,,,,,,,,,,34.0,,56.0,,,,,43.0,,,,,48.0,,,24.0,,,,,,0.0,,,,,,,
2018-12-03,,,,,,,,,,,,,,,,,,,,29.0,,30.0,,,,,32.0,,,,,19.0,,,18.0,,,,,,0.0,,,,,,,
2018-12-04,,,,,,,,,,,,,,,,,,,,59.0,,34.0,,,,,33.0,,,,,15.0,,,15.0,,,,,,40.0,,,,,,,
2018-12-05,,,,,,,,,,,,,,,,,,,,0.0,,26.0,,,,,25.0,,,,,14.0,,,11.0,,,,,,81.0,,,,,,,
2018-12-06,,,,,,,,,,,,,,,,,,,,0.0,,33.0,,,,,48.0,,,,,16.0,17.0,,10.0,,,,,,0.0,,,,,,,
2018-12-07,,,,,,,,,,,,,,,,,,,,30.0,,53.0,,,,,43.0,,,,,17.0,12.0,,9.0,,,56.0,,,0.0,,,,,,,
2018-12-08,,,,,,,,,,,,,,,,,,,,0.0,,69.0,,,,,69.0,,,,,35.0,38.0,,18.0,,,64.0,,,0.0,,,,,,,
2018-12-09,,,,,,,,,,,,,,,,,,,,35.0,,50.0,,,,,76.0,,,,,32.0,24.0,,18.0,,,48.0,,,0.0,,,,,,,
2018-12-10,,,,,,,,,,,,,,,,,,,,0.0,,39.0,,,,,44.0,,,,,12.0,29.0,,,,,49.0,,,41.0,,,,,,,
2018-12-11,,,,,,,,,,,,,,,,,,,,0.0,,31.0,,,,,36.0,,,,,9.0,32.0,,,,,37.0,,,41.0,,,,,,,
2018-12-12,,,,,,,,,,,,,,,,,,,,30.0,,29.0,,,,,39.0,,,,,11.0,38.0,,,,,35.0,,,0.0,,,,,,,
2018-12-13,,,,,,,,,,,,,,,,,,,,0.0,,25.0,,,,,47.0,,,,,12.0,35.0,,,,19.0,51.0,,,41.0,,,,,,,
2018-12-14,,,,,,,,,,,,,,,,,,,,30.0,,39.0,,,,,58.0,20.0,,,,24.0,86.0,,,,16.0,48.0,,,0.0,,,,,,,
2018-12-15,,,,,,,,,,,,,,,,,,,,0.0,,61.0,,,,,94.0,25.0,,,,48.0,100.0,,,,26.0,84.0,,,100.0,,,,,,,
2018-12-16,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,83.0,22.0,,,,40.0,85.0,,,,26.0,83.0,,,0.0,,,,,,,
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,16.0,,,,19.0,81.0,,,,24.0,44.0,,,,,,,,,,
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,13.0,,,,17.0,54.0,,,,34.0,49.0,,,,,,,,,,
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,19.0,,,,15.0,33.0,,,,49.0,53.0,,,,,,,,,,
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,20.0,,,,14.0,56.0,,,,59.0,67.0,,,,,,,,,,
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,16.0,,,,,48.0,,,,54.0,89.0,,,,,,,,,,
2018-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17.0,,,,,62.0,,,,86.0,84.0,,,,,,,,,,
2018-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30.0,,,,,86.0,,,,84.0,76.0,,,,,,,,,,
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,58.0,,,,78.0,66.0,,,,,,,,,,
2018-12-25,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,52.0,,,,,70.0,,,,81.0,97.0,,,,,,,,,,
2018-12-26,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,46.0,,,,,77.0,,,,100.0,86.0,,,,,,,,,,
2018-12-27,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,40.0,,,,,69.0,,,,94.0,81.0,,,,,,,,,,
2018-12-28,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,47.0,,,,,86.0,,,,81.0,100.0,,,,,,,,,,
2018-12-29,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,45.0,,,,,56.0,,,,82.0,96.0,,,,,,,,,,
2018-12-30,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,42.0,,,,,53.0,,,,75.0,85.0,,,,,,,,,,
2018-12-31,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,32.0,,,,,65.0,,,,65.0,68.0,,,,,,,,,,
2019-01-01,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,36.0,,,,,75.0,,,,71.0,58.0,,,,,,,,,,
2019-01-02,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,18.0,,,,,56.0,,,,49.0,44.0,,,,,,,,,,
2019-01-03,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,33.0,,,,,42.0,,,,34.0,43.0,,,,,,,,,,
2019-01-04,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,51.0,,,,,61.0,,,,42.0,47.0,,,,,,,,,,
2019-01-05,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,67.0,,,,,65.0,,,,51.0,78.0,,,,,,,,,,
2019-01-06,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,45.0,,,,,64.0,,,,42.0,60.0,,,,,,,,,,
2019-01-07,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,96.0,,,,,,,,,34.0,33.0,,,,,,,,,,
2019-01-08,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,34.0,,,,,,,,,15.0,,,,,,,,,,,
2019-01-09,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,33.0,,,,,,,,,14.0,,,,,,,,,,,
2019-01-10,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,39.0,,,,,,,,,15.0,,,,,,,,,,,
2019-01-11,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,72.0,,,,,,,,,26.0,,,,,,,,,,,
2019-01-12,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,100.0,,,,,,,,,43.0,,,,,,,,,,,
2019-01-13,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,81.0,,,,,,,,,46.0,,,,,,,,,,,
2019-01-14,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,
2019-01-15,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-19,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-20,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-21,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
